condition,hd_mode,k,seed,off_step,dom_step,wake_step,shuf_step,off_cont,dom_cont,wake_cont,shuf_cont,off_cov,dom_cov,wake_cov,shuf_cov
s2,axis,1,0,1.3342828631401062,0.9374452084302902,1.0,10.44030650891055,0.7168341708542714,0.856532663316583,0.9949748743718593,0.04020100502512563,0.1381172839506173,0.14382716049382718,0.27469135802469136,0.4166666666666667
s2,axis,1,1,1.1006707578897477,0.8163971900939941,1.0,10.04987562112089,0.7972361809045225,0.9090452261306533,0.9949748743718593,0.035175879396984924,0.11280864197530863,0.1367283950617284,0.27469135802469136,0.42592592592592593
s2,axis,1,2,1.2736466199159622,0.904757422208786,1.0,10.04987562112089,0.7469849246231155,0.8871859296482411,0.9949748743718593,0.01507537688442211,0.12716049382716046,0.13503086419753085,0.27469135802469136,0.45987654320987653
s2,axis,1,3,1.2431139796972275,0.8446895062923432,1.0,10.198039027185569,0.7319095477386934,0.9281407035175879,0.9949748743718593,0.04522613065326633,0.1228395061728395,0.11219135802469135,0.27469135802469136,0.41358024691358025
s2,axis,1,4,1.2700592815876006,1.0377867579460145,1.0,9.0,0.7120603015075376,0.8309045226130654,0.9949748743718593,0.02512562814070352,0.13626543209876543,0.15694444444444444,0.27469135802469136,0.4382716049382716
s2,axis,1,5,1.1074683636426925,0.7913138166069984,1.0,10.0,0.8120603015075376,0.9288944723618091,0.9949748743718593,0.01507537688442211,0.09953703703703702,0.11574074074074074,0.27469135802469136,0.4382716049382716
s2,const,1,0,0.9652522295713425,0.5762009978294372,1.0,10.44030650891055,0.8645728643216082,0.9615577889447235,0.9949748743718593,0.04020100502512563,0.09274691358024689,0.10771604938271603,0.27469135802469136,0.4166666666666667
s2,const,1,1,0.8604327917099,0.5434604480862617,1.0,10.04987562112089,0.8962311557788946,0.9706030150753768,0.9949748743718593,0.035175879396984924,0.07685185185185184,0.08966049382716049,0.27469135802469136,0.42592592592592593
s2,const,1,2,0.9810539543628692,0.6056340351700783,1.0,10.04987562112089,0.8625628140703518,0.9550251256281408,0.9949748743718593,0.01507537688442211,0.09351851851851853,0.10462962962962963,0.27469135802469136,0.45987654320987653
s2,const,1,3,0.8681033551692963,0.6321004047989845,1.0,10.198039027185569,0.8962311557788946,0.9457286432160805,0.9949748743718593,0.04522613065326633,0.08117283950617285,0.10462962962962963,0.27469135802469136,0.41358024691358025
s2,const,1,4,0.8872085690498352,0.5975585758686066,1.0,9.0,0.9173366834170855,0.9645728643216082,0.9949748743718593,0.02512562814070352,0.08734567901234566,0.10864197530864199,0.27469135802469136,0.4382716049382716
s2,const,1,5,0.8841087132692337,0.5481638059020042,1.0,10.0,0.9103015075376885,0.978140703517588,0.9949748743718593,0.01507537688442211,0.08009259259259258,0.08950617283950617,0.27469135802469136,0.4382716049382716
s2,full,1,0,1.475560861825943,0.9457442402839661,1.0,10.44030650891055,0.6381909547738693,0.8537688442211057,0.9949748743718593,0.04020100502512563,0.38271604938271603,0.20401234567901233,0.27469135802469136,0.4166666666666667
s2,full,1,1,1.3139793395996093,0.9667488217353821,1.0,10.04987562112089,0.6728643216080401,0.8075376884422111,0.9949748743718593,0.035175879396984924,0.35370370370370374,0.20694444444444446,0.27469135802469136,0.42592592592592593
s2,full,1,2,1.3684025287628174,0.9055627971887589,1.0,10.04987562112089,0.656532663316583,0.8575376884422109,0.9949748743718593,0.01507537688442211,0.3544753086419753,0.18935185185185185,0.27469135802469136,0.45987654320987653
s2,full,1,3,1.4396420150995255,0.9517028063535691,1.0,10.198039027185569,0.6547738693467338,0.8841708542713569,0.9949748743718593,0.04522613065326633,0.33858024691358024,0.1651234567901234,0.27469135802469136,0.41358024691358025
s2,full,1,4,1.3758150577545165,1.0453154474496842,1.0,9.0,0.6909547738693467,0.8238693467336684,0.9949748743718593,0.02512562814070352,0.35138888888888886,0.19243827160493826,0.27469135802469136,0.4382716049382716
s2,full,1,5,1.508747547864914,0.92554711997509,1.0,10.0,0.6155778894472362,0.8811557788944724,0.9949748743718593,0.01507537688442211,0.3621913580246914,0.18641975308641975,0.27469135802469136,0.4382716049382716
s2,parity,1,0,1.0448899209499358,0.6581982851028443,1.0,10.44030650891055,0.8437185929648241,0.9407035175879399,0.9949748743718593,0.04020100502512563,0.22854938271604935,0.13441358024691358,0.27469135802469136,0.4166666666666667
s2,parity,1,1,0.9718183904886246,0.6692114681005478,1.0,10.04987562112089,0.8100502512562814,0.9271356783919599,0.9949748743718593,0.035175879396984924,0.20462962962962963,0.11126543209876542,0.27469135802469136,0.42592592592592593
s2,parity,1,2,0.9959743857383728,0.6193065911531448,1.0,10.04987562112089,0.8268844221105528,0.9623115577889448,0.9949748743718593,0.01507537688442211,0.19799382716049382,0.13395061728395058,0.27469135802469136,0.45987654320987653
s2,parity,1,3,0.9571023344993591,0.6259358987212181,1.0,10.198039027185569,0.84321608040201,0.9683417085427137,0.9949748743718593,0.04522613065326633,0.20632716049382713,0.0978395061728395,0.27469135802469136,0.41358024691358025
s2,parity,1,4,1.0392475992441177,0.6761715322732925,1.0,9.0,0.8045226130653266,0.9449748743718592,0.9949748743718593,0.02512562814070352,0.23873456790123457,0.14583333333333334,0.27469135802469136,0.4382716049382716
s2,parity,1,5,1.0548983365297318,0.6452461302280426,1.0,10.0,0.7557788944723618,0.9427135678391959,0.9949748743718593,0.01507537688442211,0.2419753086419753,0.11759259259259261,0.27469135802469136,0.4382716049382716
