layout,variant,seed,step,b1_true,b1_hat,b1_conf,b1_correct,metric,decode_r2,n_cells
theta,,4,8000,2,1,1.2240171742378603,0,0.5713321288596311,0.9951649100956846,276
theta,,4,80000,2,1,1.2811814730891242,0,0.6507300609531498,0.9980517834703264,276
theta,,4,final,2,1,1.2851351102937218,0,0.6505554218074994,0.9980508929993924,276
theta,,5,0,2,1,1.214006475613331,0,0.1872468178808008,0.8260045090029191,276
theta,,5,1000,2,1,1.2567796782383505,0,0.30824629923531244,0.876475455790622,276
theta,,5,16000,2,1,1.2624714788919473,0,0.6383021825500798,0.9972405570699152,276
theta,,5,2000,2,3,1.370183077898391,0,0.42554611917661017,0.9617740227757402,276
theta,,5,250,2,1,1.13603525403311,0,0.14178760023880216,0.7065076543443911,276
theta,,5,32000,2,1,1.311673813765046,0,0.6475228246648063,0.9980028308504588,276
theta,,5,4000,2,1,1.3559011703157848,0,0.5351803009483633,0.9856883079643005,276
theta,,5,500,2,1,1.2515412328037139,0,0.17063104582216174,0.8497178054412089,276
theta,,5,8000,2,1,1.1458521579509284,0,0.6071486775089463,0.9938836162268817,276
theta,,5,80000,2,1,1.2090743691241768,0,0.6233698461807335,0.9979194936207728,276
theta,,5,final,2,1,1.2045820906181917,0,0.623153086027329,0.997917066110718,276
theta,,6,0,2,0,1.0195902074798833,0,0.13862245572289147,0.7406119787036836,276
theta,,6,1000,2,3,1.202959505327386,0,0.33011102771901935,0.9414213469928463,276
theta,,6,16000,2,1,1.0189792013777625,0,0.6346898982812876,0.997053264081773,276
theta,,6,2000,2,4,1.4000807815012302,0,0.425918416284031,0.9710211098919507,276
theta,,6,250,2,0,1.1810525957794538,0,0.1512749811528267,0.7698808662386856,276
theta,,6,32000,2,1,1.1519039980220724,0,0.6481789395711012,0.9973970223109477,276
theta,,6,4000,2,3,1.3752652005615953,0,0.5215610521510715,0.9884956850972607,276
theta,,6,500,2,1,1.0573452294640542,0,0.18526826734122392,0.8811126181351266,276
theta,,6,8000,2,2,1.1266001011599591,1,0.6054307893224065,0.9960427392812509,276
theta,,6,80000,2,1,1.0702902713572646,0,0.6223875289217771,0.9975602419980433,276
theta,,6,final,2,1,1.070581213628543,0,0.6226599441177351,0.9975810051505704,276
theta,,7,0,2,0,1.0415664158178388,0,0.18147975665577204,0.8275394120260613,276
theta,,7,1000,2,1,1.0212327862340782,0,0.2928860352680429,0.909761060986639,276
theta,,7,16000,2,1,1.6980485546348745,0,0.6132049799955007,0.9970880238040498,276
theta,,7,2000,2,3,1.3216236518292355,0,0.4550166250707291,0.9597843404037226,276
theta,,7,250,2,0,1.3386817990620192,0,0.13915518787530406,0.7959117923916158,276
theta,,7,32000,2,1,1.5951009492361432,0,0.6336785385096005,0.9975707307632836,276
theta,,7,4000,2,1,1.3712331433619898,0,0.5425029455569655,0.9875517581627783,276
theta,,7,500,2,1,1.002901061165619,0,0.16084705926263557,0.846994983309205,276
theta,,7,8000,2,1,1.204905107458416,0,0.6092089733385091,0.9959142652552442,276
theta,,7,80000,2,1,1.4275548908852107,0,0.6362491493645505,0.9979300493377812,276
theta,,7,final,2,1,1.431213439554571,0,0.636255839997786,0.997943155169262,276
