condition,hd_mode,k,seed,group,chance,phase_acc,raw_r2,domain_r2,spatial,path
s2,axis,1,0,c2,0.5,0.5505850060726256,-0.07962456941604615,0.9091184616088868,0.9091184616088868,/root/runs/horizon/k1/s2/axis/seed_00/ckpt_final.pt
s2,axis,1,1,c2,0.5,0.5479219747177041,-0.13562663793563842,0.9125970840454102,0.9125970840454102,/root/runs/horizon/k1/s2/axis/seed_01/ckpt_final.pt
s2,axis,1,2,c2,0.5,0.54325140877649,-0.07525758743286133,0.8964055061340332,0.8964055061340332,/root/runs/horizon/k1/s2/axis/seed_02/ckpt_final.pt
s2,axis,1,3,c2,0.5,0.5467225149544614,-0.06249061822891235,0.9181207180023193,0.9181207180023193,/root/runs/horizon/k1/s2/axis/seed_03/ckpt_final.pt
s2,axis,1,4,c2,0.5,0.5339033447980682,-15.000838434696197,0.8816585063934326,0.8816585063934326,/root/runs/horizon/k1/s2/axis/seed_04/ckpt_final.pt
s2,axis,1,5,c2,0.5,0.5463297222536548,-0.11087391376495362,0.9204530000686646,0.9204530000686646,/root/runs/horizon/k1/s2/axis/seed_05/ckpt_final.pt
s2,const,1,0,c2,0.5,0.5450070221216267,-0.07168556451797485,0.850552773475647,0.850552773475647,/root/runs/horizon/k1/s2/const/seed_00/ckpt_final.pt
s2,const,1,1,c2,0.5,0.5473735668730166,-0.06694504022598266,0.8358130574226379,0.8358130574226379,/root/runs/horizon/k1/s2/const/seed_01/ckpt_final.pt
s2,const,1,2,c2,0.5,0.5409714387620034,-0.07827651500701904,0.8484492659568786,0.8484492659568786,/root/runs/horizon/k1/s2/const/seed_02/ckpt_final.pt
s2,const,1,3,c2,0.5,0.5501644650971454,-0.05104396343231201,0.8314207673072815,0.8314207673072815,/root/runs/horizon/k1/s2/const/seed_03/ckpt_final.pt
s2,const,1,4,c2,0.5,0.5472481986642843,-0.06622132062911987,0.8486490368843078,0.8486490368843078,/root/runs/horizon/k1/s2/const/seed_04/ckpt_final.pt
s2,const,1,5,c2,0.5,0.5463997141223277,-0.16747578382492065,0.8370374083518982,0.8370374083518982,/root/runs/horizon/k1/s2/const/seed_05/ckpt_final.pt
s2,full,1,0,c2,0.5,0.9733078730587253,0.9724660754203797,0.9138867735862732,0.9724660754203797,/root/runs/horizon/k1/s2/full/seed_00/ckpt_final.pt
s2,full,1,1,c2,0.5,0.9766516704202489,0.9731045722961426,0.923457932472229,0.9731045722961426,/root/runs/horizon/k1/s2/full/seed_01/ckpt_final.pt
s2,full,1,2,c2,0.5,0.9779645353015471,0.977277934551239,0.9141863346099853,0.977277934551239,/root/runs/horizon/k1/s2/full/seed_02/ckpt_final.pt
s2,full,1,3,c2,0.5,0.97601218828765,0.9737035155296325,0.9186992764472961,0.9737035155296325,/root/runs/horizon/k1/s2/full/seed_03/ckpt_final.pt
s2,full,1,4,c2,0.5,0.9762895743969369,0.9707600712776184,0.9182765245437622,0.9707600712776184,/root/runs/horizon/k1/s2/full/seed_04/ckpt_final.pt
s2,full,1,5,c2,0.5,0.9715776123344485,0.9729813694953918,0.9200824499130249,0.9729813694953918,/root/runs/horizon/k1/s2/full/seed_05/ckpt_final.pt
s2,parity,1,0,c2,0.5,0.9319827096038076,0.9263754963874817,0.8922053933143616,0.9263754963874817,/root/runs/horizon/k1/s2/parity/seed_00/ckpt_final.pt
s2,parity,1,1,c2,0.5,0.9439529418505653,0.9294533133506775,0.8876882791519165,0.9294533133506775,/root/runs/horizon/k1/s2/parity/seed_01/ckpt_final.pt
s2,parity,1,2,c2,0.5,0.9452451203746696,0.9116124153137207,0.8908768892288208,0.9116124153137207,/root/runs/horizon/k1/s2/parity/seed_02/ckpt_final.pt
s2,parity,1,3,c2,0.5,0.9426060073159575,0.917873990535736,0.8919546365737915,0.917873990535736,/root/runs/horizon/k1/s2/parity/seed_03/ckpt_final.pt
s2,parity,1,4,c2,0.5,0.933253874057723,0.931545889377594,0.88989759683609,0.931545889377594,/root/runs/horizon/k1/s2/parity/seed_04/ckpt_final.pt
s2,parity,1,5,c2,0.5,0.9511432979977578,0.9288792014122009,0.8996160984039306,0.9288792014122009,/root/runs/horizon/k1/s2/parity/seed_05/ckpt_final.pt
