condition,hd_mode,k,seed,off_step,dom_step,wake_step,shuf_step,off_cont,dom_cont,wake_cont,shuf_cont,off_cov,dom_cov,wake_cov,shuf_cov
s2,axis,5,0,1.3599517077207566,0.7535708487033844,1.0,10.0,0.7087939698492463,0.9309045226130653,0.9949748743718593,0.020100502512562814,0.13996913580246914,0.1015432098765432,0.2777777777777778,0.4166666666666667
s2,axis,5,1,1.2631939500570297,0.7923270285129547,1.0,10.0,0.7545226130653266,0.9329145728643219,0.9949748743718593,0.03015075376884422,0.12669753086419752,0.12577160493827158,0.2777777777777778,0.404320987654321
s2,axis,5,2,1.477883505821228,0.8464139580726624,1.0,10.44030650891055,0.6894472361809045,0.9042713567839197,0.9949748743718593,0.04020100502512563,0.16311728395061728,0.12993827160493826,0.2777777777777778,0.4444444444444444
s2,axis,5,3,1.260136604309082,0.8262083202600479,1.0,9.486832980505138,0.7615577889447237,0.906532663316583,0.9949748743718593,0.03015075376884422,0.14320987654320988,0.12330246913580248,0.2777777777777778,0.4074074074074074
s2,axis,5,4,1.311859455704689,0.9239614933729172,1.0,9.433981132056603,0.7271356783919598,0.870854271356784,0.9949748743718593,0.04522613065326633,0.13148148148148148,0.11697530864197532,0.2777777777777778,0.41358024691358025
s2,axis,5,5,1.3331487953662873,0.8191311001777649,1.0,10.0,0.749748743718593,0.8881909547738693,0.9949748743718593,0.04020100502512563,0.1257716049382716,0.10432098765432099,0.2777777777777778,0.44753086419753085
s2,const,5,0,0.8692412555217743,0.6546121299266815,1.0,10.0,0.9153266331658292,0.9655778894472361,0.9949748743718593,0.020100502512562814,0.07530864197530865,0.09629629629629628,0.2777777777777778,0.4166666666666667
s2,const,5,1,0.7749307096004486,0.6934369176626205,1.0,10.0,0.9402010050251256,0.956281407035176,0.9949748743718593,0.03015075376884422,0.06743827160493827,0.10324074074074074,0.2777777777777778,0.404320987654321
s2,const,5,2,0.814248052239418,0.588886784017086,1.0,10.44030650891055,0.9517587939698494,0.9756281407035177,0.9949748743718593,0.04020100502512563,0.06280864197530864,0.08564814814814814,0.2777777777777778,0.4444444444444444
s2,const,5,3,0.8429358392953873,0.6039647772908211,1.0,9.486832980505138,0.9251256281407034,0.9668341708542714,0.9949748743718593,0.03015075376884422,0.06882716049382716,0.07330246913580246,0.2777777777777778,0.4074074074074074
s2,const,5,4,0.8986433148384094,0.5746149763464927,1.0,9.433981132056603,0.9246231155778896,0.9728643216080402,0.9949748743718593,0.04522613065326633,0.06898148148148149,0.08611111111111111,0.2777777777777778,0.41358024691358025
s2,const,5,5,0.8580596208572387,0.54235969632864,1.0,10.0,0.914070351758794,0.9809045226130653,0.9949748743718593,0.04020100502512563,0.0757716049382716,0.08611111111111111,0.2777777777777778,0.44753086419753085
s2,full,5,0,0.900401496887207,0.9215770423412323,1.0,10.0,0.8839195979899499,0.8731155778894472,0.9949748743718593,0.020100502512562814,0.30277777777777776,0.2537037037037037,0.2777777777777778,0.4166666666666667
s2,full,5,1,0.8106002449989319,0.9244642734527588,1.0,10.0,0.9168341708542714,0.8798994974874372,0.9949748743718593,0.03015075376884422,0.28425925925925927,0.2626543209876543,0.2777777777777778,0.404320987654321
s2,full,5,2,0.7929519712924957,0.8935399442911148,1.0,10.44030650891055,0.9203517587939698,0.8881909547738692,0.9949748743718593,0.04020100502512563,0.28348765432098766,0.255246913580247,0.2777777777777778,0.4444444444444444
s2,full,5,3,0.8409796893596649,0.9221952140331269,1.0,9.486832980505138,0.8886934673366836,0.8798994974874372,0.9949748743718593,0.03015075376884422,0.29506172839506173,0.26095679012345685,0.2777777777777778,0.4074074074074074
s2,full,5,4,0.8746443122625351,0.9701930493116379,1.0,9.433981132056603,0.8869346733668342,0.8625628140703517,0.9949748743718593,0.04522613065326633,0.287962962962963,0.2606481481481482,0.2777777777777778,0.41358024691358025
s2,full,5,5,0.8298621118068695,0.9214275151491165,1.0,10.0,0.9022613065326635,0.8701005025125628,0.9949748743718593,0.04020100502512563,0.27932098765432106,0.2506172839506173,0.2777777777777778,0.44753086419753085
s2,parity,5,0,0.8921106338500977,0.7656325995922089,1.0,10.0,0.8525125628140705,0.8934673366834172,0.9949748743718593,0.020100502512562814,0.2266975308641975,0.10246913580246912,0.2777777777777778,0.4166666666666667
s2,parity,5,1,1.0046564102172852,0.7496323525905609,1.0,10.0,0.8221105527638191,0.9185929648241207,0.9949748743718593,0.03015075376884422,0.22947530864197527,0.14089506172839505,0.2777777777777778,0.404320987654321
s2,parity,5,2,1.0640509337186814,0.8723232269287109,1.0,10.44030650891055,0.8168341708542715,0.8698492462311558,0.9949748743718593,0.04020100502512563,0.23410493827160495,0.1345679012345679,0.2777777777777778,0.4444444444444444
s2,parity,5,3,1.1609837710857391,0.7877469271421432,1.0,9.486832980505138,0.7763819095477386,0.9163316582914571,0.9949748743718593,0.03015075376884422,0.2496913580246914,0.13858024691358026,0.2777777777777778,0.4074074074074074
s2,parity,5,4,1.0362946480512618,0.8423686325550079,1.0,9.433981132056603,0.8241206030150753,0.921356783919598,0.9949748743718593,0.04522613065326633,0.19753086419753085,0.13132716049382717,0.2777777777777778,0.41358024691358025
s2,parity,5,5,1.0844614446163177,0.7772612184286117,1.0,10.0,0.8226130653266331,0.9211055276381911,0.9949748743718593,0.04020100502512563,0.2316358024691358,0.14074074074074075,0.2777777777777778,0.44753086419753085
