condition,hd_mode,seed,x,y,phase,pc1,pc2,pc3,fold_ratio,var3
s2,full,0,12,10,1,3.9627,-2.6109,0.3209,2.6927,0.4044
s2,full,0,12,11,1,4.8923,-1.7233,-0.1881,2.6927,0.4044
s2,full,0,12,12,1,5.473,-0.7382,-0.8424,2.6927,0.4044
s2,full,0,12,13,1,5.5772,0.2722,-1.3787,2.6927,0.4044
s2,full,0,12,14,1,4.8145,0.849,-2.1977,2.6927,0.4044
s2,full,0,12,15,1,3.8181,1.671,-3.3512,2.6927,0.4044
s2,full,0,12,16,1,2.3219,2.6458,-3.8987,2.6927,0.4044
s2,full,0,12,17,1,1.1357,3.1283,-4.3927,2.6927,0.4044
s2,full,0,12,18,1,0.2289,3.5324,-4.478,2.6927,0.4044
s2,full,0,13,1,1,-4.2075,0.3346,3.5494,2.6927,0.4044
s2,full,0,13,2,1,-4.0196,-0.5278,3.6057,2.6927,0.4044
s2,full,0,13,3,1,-3.2509,-1.7316,3.7643,2.6927,0.4044
s2,full,0,13,4,1,-2.3059,-3.2661,3.5736,2.6927,0.4044
s2,full,0,13,5,1,-1.5304,-4.587,3.0024,2.6927,0.4044
s2,full,0,13,6,1,-0.7767,-5.3909,2.4007,2.6927,0.4044
s2,full,0,13,7,1,0.0411,-5.2808,1.8709,2.6927,0.4044
s2,full,0,13,8,1,1.0223,-4.5954,1.3398,2.6927,0.4044
s2,full,0,13,9,1,2.402,-3.6465,0.9183,2.6927,0.4044
s2,full,0,13,10,1,3.5401,-2.6022,0.62,2.6927,0.4044
s2,full,0,13,11,1,4.5309,-1.3073,0.2642,2.6927,0.4044
s2,full,0,13,12,1,5.1906,-0.204,-0.1404,2.6927,0.4044
s2,full,0,13,13,1,5.6056,0.8875,-0.6716,2.6927,0.4044
s2,full,0,13,14,1,4.8282,1.4805,-1.5442,2.6927,0.4044
s2,full,0,13,15,1,4.2172,2.2368,-2.8508,2.6927,0.4044
s2,full,0,13,16,1,2.7645,3.2113,-3.375,2.6927,0.4044
s2,full,0,13,17,1,1.5574,3.589,-4.1013,2.6927,0.4044
s2,full,0,13,18,1,0.5796,3.8256,-4.3252,2.6927,0.4044
s2,full,0,14,1,1,-4.5932,0.715,3.2742,2.6927,0.4044
s2,full,0,14,2,1,-4.5218,-0.0833,3.3876,2.6927,0.4044
s2,full,0,14,3,1,-3.7051,-1.5671,3.372,2.6927,0.4044
s2,full,0,14,4,1,-2.9721,-3.2855,3.1014,2.6927,0.4044
s2,full,0,14,5,1,-2.2395,-4.6119,2.4437,2.6927,0.4044
s2,full,0,14,6,1,-1.6368,-5.1054,1.7834,2.6927,0.4044
s2,full,0,14,7,1,-0.9065,-4.8659,1.3867,2.6927,0.4044
s2,full,0,14,8,1,0.1477,-4.1698,0.9646,2.6927,0.4044
s2,full,0,14,9,1,1.3422,-3.152,0.7485,2.6927,0.4044
s2,full,0,14,10,1,2.651,-1.9043,0.608,2.6927,0.4044
s2,full,0,14,11,1,3.532,-0.6385,0.4027,2.6927,0.4044
s2,full,0,14,12,1,4.1729,0.4982,0.1384,2.6927,0.4044
s2,full,0,14,13,1,4.8135,1.443,-0.2727,2.6927,0.4044
s2,full,0,14,14,1,4.6047,2.0904,-1.1637,2.6927,0.4044
s2,full,0,14,15,1,3.8958,2.8621,-2.322,2.6927,0.4044
s2,full,0,14,16,1,2.7592,3.6866,-3.0857,2.6927,0.4044
s2,full,0,14,17,1,1.5791,3.953,-3.8008,2.6927,0.4044
s2,full,0,14,18,1,0.5783,4.006,-4.0485,2.6927,0.4044
s2,full,0,15,1,1,-4.3956,1.2802,2.7248,2.6927,0.4044
s2,full,0,15,2,1,-4.3562,0.301,2.8495,2.6927,0.4044
s2,full,0,15,3,1,-3.9087,-1.0719,2.743,2.6927,0.4044
s2,full,0,15,4,1,-3.3159,-2.6832,2.4291,2.6927,0.4044
s2,full,0,15,5,1,-2.7574,-3.5311,1.8324,2.6927,0.4044
s2,full,0,15,6,1,-2.4237,-4.0836,1.1357,2.6927,0.4044
s2,full,0,15,7,1,-1.8478,-3.7956,0.9064,2.6927,0.4044
s2,full,0,15,8,1,-0.8564,-3.2341,0.5435,2.6927,0.4044
s2,full,0,15,9,1,0.2653,-2.2505,0.3699,2.6927,0.4044
s2,full,0,15,10,1,1.4015,-1.1499,0.3109,2.6927,0.4044
s2,full,0,15,11,1,2.0851,0.0081,0.1811,2.6927,0.4044
s2,full,0,15,12,1,2.9618,1.0431,0.1051,2.6927,0.4044
s2,full,0,15,13,1,3.5119,2.0067,-0.2231,2.6927,0.4044
s2,full,0,15,14,1,3.3535,2.5801,-0.9162,2.6927,0.4044
s2,full,0,15,15,1,2.8356,3.4305,-1.9672,2.6927,0.4044
s2,full,0,15,16,1,1.9442,3.9389,-2.7044,2.6927,0.4044
s2,full,0,15,17,1,0.8433,4.1738,-3.3323,2.6927,0.4044
s2,full,0,15,18,1,-0.1321,4.2856,-3.8102,2.6927,0.4044
s2,full,0,16,1,1,-4.583,2.1162,2.3963,2.6927,0.4044
s2,full,0,16,2,1,-4.6,1.1507,2.377,2.6927,0.4044
s2,full,0,16,3,1,-4.2766,-0.2408,2.3441,2.6927,0.4044
s2,full,0,16,4,1,-3.7791,-1.518,1.9108,2.6927,0.4044
s2,full,0,16,5,1,-3.2525,-2.5624,1.1736,2.6927,0.4044
s2,full,0,16,6,1,-3.1305,-2.911,0.5463,2.6927,0.4044
s2,full,0,16,7,1,-2.7036,-2.6645,0.3655,2.6927,0.4044
s2,full,0,16,8,1,-1.861,-2.1346,0.075,2.6927,0.4044
s2,full,0,16,9,1,-1.0006,-1.1668,-0.0862,2.6927,0.4044
s2,full,0,16,10,1,-0.0576,-0.1711,-0.2418,2.6927,0.4044
s2,full,0,16,11,1,0.6088,0.6055,-0.2224,2.6927,0.4044
s2,full,0,16,12,1,1.5636,1.5565,-0.188,2.6927,0.4044
s2,full,0,16,13,1,2.1161,2.4912,-0.4848,2.6927,0.4044
s2,full,0,16,14,1,2.1151,3.126,-1.1839,2.6927,0.4044
s2,full,0,16,15,1,1.8272,3.688,-1.8991,2.6927,0.4044
s2,full,0,16,16,1,1.0487,4.0866,-2.4466,2.6927,0.4044
s2,full,0,16,17,1,-0.1433,4.4148,-3.3376,2.6927,0.4044
s2,full,0,16,18,1,-1.0518,4.417,-3.7167,2.6927,0.4044
s2,full,0,17,1,1,-4.5275,2.8042,2.0588,2.6927,0.4044
s2,full,0,17,2,1,-4.542,2.0055,2.0084,2.6927,0.4044
s2,full,0,17,3,1,-4.4857,0.8397,1.8932,2.6927,0.4044
s2,full,0,17,4,1,-4.1249,-0.2678,1.5397,2.6927,0.4044
s2,full,0,17,5,1,-3.8305,-1.2696,0.6927,2.6927,0.4044
s2,full,0,17,6,1,-3.7292,-1.7568,0.0111,2.6927,0.4044
s2,full,0,17,7,1,-3.3014,-1.4134,-0.2192,2.6927,0.4044
s2,full,0,17,8,1,-2.5748,-0.8679,-0.4178,2.6927,0.4044
s2,full,0,17,9,1,-2.0664,0.0195,-0.6691,2.6927,0.4044
s2,full,0,17,10,1,-1.2139,0.8961,-0.7807,2.6927,0.4044
s2,full,0,17,11,1,-0.5098,1.5435,-0.8217,2.6927,0.4044
s2,full,0,17,12,1,0.2097,2.326,-0.8824,2.6927,0.4044
s2,full,0,17,13,1,0.7415,2.9099,-0.9858,2.6927,0.4044
s2,full,0,17,14,1,0.7702,3.407,-1.4821,2.6927,0.4044
s2,full,0,17,15,1,0.5796,3.8284,-2.1179,2.6927,0.4044
s2,full,0,17,16,1,-0.1512,4.4574,-2.7517,2.6927,0.4044
s2,full,0,17,17,1,-1.0347,4.3446,-3.3243,2.6927,0.4044
s2,full,0,17,18,1,-1.7696,4.5418,-3.7992,2.6927,0.4044
s2,full,0,18,1,1,-4.4416,3.1965,1.7385,2.6927,0.4044
s2,full,0,18,2,1,-4.4372,2.816,1.802,2.6927,0.4044
s2,full,0,18,3,1,-4.4368,2.0184,1.7926,2.6927,0.4044
s2,full,0,18,4,1,-4.1139,0.8281,1.2103,2.6927,0.4044
s2,full,0,18,5,1,-4.0319,-0.3214,0.5188,2.6927,0.4044
s2,full,0,18,6,1,-3.9616,-0.6587,-0.2862,2.6927,0.4044
s2,full,0,18,7,1,-3.8577,-0.4371,-0.598,2.6927,0.4044
s2,full,0,18,8,1,-3.1525,0.0008,-0.717,2.6927,0.4044
s2,full,0,18,9,1,-2.7339,0.8722,-1.0364,2.6927,0.4044
s2,full,0,18,10,1,-2.1646,1.6018,-1.1899,2.6927,0.4044
s2,full,0,18,11,1,-1.4811,2.0656,-1.2449,2.6927,0.4044
s2,full,0,18,12,1,-0.777,2.7986,-1.3485,2.6927,0.4044
s2,full,0,18,13,1,-0.3179,3.1462,-1.3075,2.6927,0.4044
s2,full,0,18,14,1,-0.2915,3.4467,-1.7265,2.6927,0.4044
s2,full,0,18,15,1,-0.5537,3.9062,-2.4056,2.6927,0.4044
s2,full,0,18,16,1,-1.2351,4.393,-2.9865,2.6927,0.4044
s2,full,0,18,17,1,-1.7114,4.1553,-3.2409,2.6927,0.4044
s2,full,0,18,18,1,-2.1951,4.3642,-3.6839,2.6927,0.4044
