condition,hd_mode,seed,x,y,phase,pc1,pc2,pc3,fold_ratio,var3
s1,axis,0,9,13,0,-3.7102,-1.5037,-1.238,1.8511,0.4971
s1,axis,0,9,14,0,-2.8822,-0.8998,-2.3614,1.8511,0.4971
s1,axis,0,9,15,0,-1.838,-0.2153,-2.9445,1.8511,0.4971
s1,axis,0,9,16,0,-1.0085,0.2817,-3.8236,1.8511,0.4971
s1,axis,0,9,17,0,-0.0053,0.7497,-3.6392,1.8511,0.4971
s1,axis,0,9,18,0,0.9905,1.0317,-3.6614,1.8511,0.4971
s1,axis,0,10,1,1,1.3909,2.8258,-3.8859,1.8511,0.4971
s1,axis,0,10,2,1,0.0585,2.0542,-3.4916,1.8511,0.4971
s1,axis,0,10,3,1,-1.0534,2.1537,-3.3747,1.8511,0.4971
s1,axis,0,10,4,1,-1.8995,1.5259,-2.6031,1.8511,0.4971
s1,axis,0,10,5,1,-3.0093,1.056,-1.5009,1.8511,0.4971
s1,axis,0,10,6,1,-3.8125,0.6932,-0.2749,1.8511,0.4971
s1,axis,0,10,7,1,-4.0914,0.3457,-0.0671,1.8511,0.4971
s1,axis,0,10,8,1,-4.424,-0.0659,0.3388,1.8511,0.4971
s1,axis,0,10,9,1,-4.6177,-0.2019,0.4096,1.8511,0.4971
s1,axis,0,10,10,1,-4.6274,-0.4307,0.5797,1.8511,0.4971
s1,axis,0,10,11,1,-4.3277,-0.4948,0.4135,1.8511,0.4971
s1,axis,0,10,12,1,-4.3305,-0.4832,-0.1042,1.8511,0.4971
s1,axis,0,10,13,1,-3.9299,-0.3569,-0.4909,1.8511,0.4971
s1,axis,0,10,14,1,-3.1511,0.1151,-1.6977,1.8511,0.4971
s1,axis,0,10,15,1,-2.2043,0.8094,-2.2779,1.8511,0.4971
s1,axis,0,10,16,1,-1.118,1.2324,-3.0566,1.8511,0.4971
s1,axis,0,10,17,1,-0.3591,1.6184,-3.3852,1.8511,0.4971
s1,axis,0,10,18,1,1.2301,2.1131,-3.5534,1.8511,0.4971
s1,axis,0,11,1,1,1.171,1.5219,-4.0706,1.8511,0.4971
s1,axis,0,11,2,1,0.3939,1.1487,-4.1704,1.8511,0.4971
s1,axis,0,11,3,1,-0.6653,0.9082,-3.9234,1.8511,0.4971
s1,axis,0,11,4,1,-1.8127,-0.0448,-3.0507,1.8511,0.4971
s1,axis,0,11,5,1,-2.8096,-0.5794,-1.7709,1.8511,0.4971
s1,axis,0,11,6,1,-3.7163,-0.994,-0.7623,1.8511,0.4971
s1,axis,0,11,7,1,-3.6442,-0.8982,-0.3532,1.8511,0.4971
s1,axis,0,11,8,1,-3.9211,-0.8094,0.0981,1.8511,0.4971
s1,axis,0,11,9,1,-4.4176,-0.6054,0.4952,1.8511,0.4971
s1,axis,0,11,10,1,-4.6314,-0.3757,0.6902,1.8511,0.4971
s1,axis,0,11,11,1,-4.5139,-0.0339,0.7645,1.8511,0.4971
s1,axis,0,11,12,1,-4.3904,0.1768,0.4137,1.8511,0.4971
s1,axis,0,11,13,1,-4.1106,0.4299,0.3586,1.8511,0.4971
s1,axis,0,11,14,1,-3.2368,0.9367,-0.9289,1.8511,0.4971
s1,axis,0,11,15,1,-2.164,1.8244,-1.6946,1.8511,0.4971
s1,axis,0,11,16,1,-0.9073,2.2491,-2.3862,1.8511,0.4971
s1,axis,0,11,17,1,0.0423,2.4963,-2.8178,1.8511,0.4971
s1,axis,0,11,18,1,1.252,2.8098,-3.1922,1.8511,0.4971
s1,axis,0,12,1,1,1.7169,0.7177,-4.2197,1.8511,0.4971
s1,axis,0,12,2,1,0.5181,0.0754,-4.212,1.8511,0.4971
s1,axis,0,12,3,1,-0.6586,-0.3629,-4.098,1.8511,0.4971
s1,axis,0,12,4,1,-1.5507,-1.1257,-3.4009,1.8511,0.4971
s1,axis,0,12,5,1,-2.5417,-1.5656,-2.395,1.8511,0.4971
s1,axis,0,12,6,1,-3.2515,-1.943,-1.3988,1.8511,0.4971
s1,axis,0,12,7,1,-3.9771,-1.7913,-0.5827,1.8511,0.4971
s1,axis,0,12,8,1,-4.0037,-1.477,0.2148,1.8511,0.4971
s1,axis,0,12,9,1,-4.3416,-0.8298,0.5319,1.8511,0.4971
s1,axis,0,12,10,1,-4.3293,-0.2636,0.8378,1.8511,0.4971
s1,axis,0,12,11,1,-4.3783,0.2451,1.0298,1.8511,0.4971
s1,axis,0,12,12,1,-4.1674,0.7172,0.96,1.8511,0.4971
s1,axis,0,12,13,1,-3.8793,1.1102,0.886,1.8511,0.4971
s1,axis,0,12,14,1,-3.0207,1.6698,-0.3711,1.8511,0.4971
s1,axis,0,12,15,1,-2.0435,2.3783,-1.0452,1.8511,0.4971
s1,axis,0,12,16,1,-0.6724,2.9067,-2.0226,1.8511,0.4971
s1,axis,0,12,17,1,0.1048,2.8971,-2.2019,1.8511,0.4971
s1,axis,0,12,18,1,1.4997,3.3205,-2.9043,1.8511,0.4971
s1,axis,0,13,1,1,1.6679,-0.1111,-3.8869,1.8511,0.4971
s1,axis,0,13,2,1,0.8468,-0.7782,-3.936,1.8511,0.4971
s1,axis,0,13,3,1,-0.2169,-1.1423,-3.9983,1.8511,0.4971
s1,axis,0,13,4,1,-1.0643,-1.9339,-3.2734,1.8511,0.4971
s1,axis,0,13,5,1,-1.9751,-2.396,-2.1465,1.8511,0.4971
s1,axis,0,13,6,1,-2.8513,-2.625,-1.1881,1.8511,0.4971
s1,axis,0,13,7,1,-3.3508,-2.397,-0.3273,1.8511,0.4971
s1,axis,0,13,8,1,-3.6029,-1.7461,0.412,1.8511,0.4971
s1,axis,0,13,9,1,-4.0691,-1.1476,0.94,1.8511,0.4971
s1,axis,0,13,10,1,-4.1248,-0.3725,1.3239,1.8511,0.4971
s1,axis,0,13,11,1,-4.092,0.3719,1.5919,1.8511,0.4971
s1,axis,0,13,12,1,-3.9255,0.8475,1.6306,1.8511,0.4971
s1,axis,0,13,13,1,-3.4915,1.2614,1.4854,1.8511,0.4971
s1,axis,0,13,14,1,-2.7349,1.9134,0.2082,1.8511,0.4971
s1,axis,0,13,15,1,-1.6634,2.5325,-0.4462,1.8511,0.4971
s1,axis,0,13,16,1,-0.6881,2.7938,-1.3297,1.8511,0.4971
s1,axis,0,13,17,1,0.2277,3.0165,-1.7576,1.8511,0.4971
s1,axis,0,13,18,1,1.7555,3.5401,-2.511,1.8511,0.4971
s1,axis,0,14,1,1,2.987,-0.5886,-3.2272,1.8511,0.4971
s1,axis,0,14,2,1,2.2123,-1.1517,-3.3692,1.8511,0.4971
s1,axis,0,14,3,1,0.8677,-1.8719,-3.1061,1.8511,0.4971
s1,axis,0,14,4,1,0.1438,-2.6913,-2.7217,1.8511,0.4971
s1,axis,0,14,5,1,-0.9284,-3.258,-1.5949,1.8511,0.4971
s1,axis,0,14,6,1,-1.838,-3.316,-0.5718,1.8511,0.4971
s1,axis,0,14,7,1,-2.129,-2.9951,0.2752,1.8511,0.4971
s1,axis,0,14,8,1,-2.6365,-2.3602,1.3146,1.8511,0.4971
s1,axis,0,14,9,1,-2.8455,-1.6942,1.6901,1.8511,0.4971
s1,axis,0,14,10,1,-3.0745,-0.7129,2.0592,1.8511,0.4971
s1,axis,0,14,11,1,-2.9473,0.0455,2.3397,1.8511,0.4971
s1,axis,0,14,12,1,-2.7837,0.5444,2.4481,1.8511,0.4971
s1,axis,0,14,13,1,-2.4934,1.0855,2.3098,1.8511,0.4971
s1,axis,0,14,14,1,-1.7108,1.7883,1.0864,1.8511,0.4971
s1,axis,0,14,15,1,-0.6323,2.3642,0.3915,1.8511,0.4971
s1,axis,0,14,16,1,0.5221,2.7996,-0.6153,1.8511,0.4971
s1,axis,0,14,17,1,1.0309,2.77,-1.0196,1.8511,0.4971
s1,axis,0,14,18,1,2.1165,2.887,-1.2893,1.8511,0.4971
s1,axis,0,15,1,1,4.3124,-0.6903,-2.2997,1.8511,0.4971
s1,axis,0,15,2,1,3.0407,-1.6002,-2.1404,1.8511,0.4971
s1,axis,0,15,3,1,2.353,-2.1156,-2.03,1.8511,0.4971
s1,axis,0,15,4,1,1.643,-3.1128,-1.4302,1.8511,0.4971
s1,axis,0,15,5,1,0.6328,-3.569,-0.469,1.8511,0.4971
s1,axis,0,15,6,1,0.1024,-3.5863,0.7813,1.8511,0.4971
s1,axis,0,15,7,1,-0.5113,-3.3165,1.4353,1.8511,0.4971
s1,axis,0,15,8,1,-0.9744,-2.7235,2.5986,1.8511,0.4971
s1,axis,0,15,9,1,-1.2558,-1.8294,2.9628,1.8511,0.4971
s1,axis,0,15,10,1,-1.3796,-0.9064,3.2151,1.8511,0.4971
s1,axis,0,15,11,1,-0.9316,-0.2856,3.0979,1.8511,0.4971
s1,axis,0,15,12,1,-1.1772,0.1181,3.6892,1.8511,0.4971
s1,axis,0,15,13,1,-0.789,0.5823,3.3254,1.8511,0.4971
s1,axis,0,15,14,1,-0.0726,1.304,1.9953,1.8511,0.4971
s1,axis,0,15,15,1,0.8744,1.8521,1.3266,1.8511,0.4971
s1,axis,0,15,16,1,1.5819,2.1151,0.2407,1.8511,0.4971
s1,axis,0,15,17,1,2.5167,2.477,-0.1105,1.8511,0.4971
s1,axis,0,15,18,1,3.4629,2.7111,-0.5952,1.8511,0.4971
s1,axis,0,16,1,1,5.0926,-0.5842,-1.6463,1.8511,0.4971
s1,axis,0,16,2,1,4.0522,-1.4308,-1.4869,1.8511,0.4971
s1,axis,0,16,3,1,3.1856,-1.9959,-1.3578,1.8511,0.4971
s1,axis,0,16,4,1,2.8576,-2.5257,-0.6842,1.8511,0.4971
s1,axis,0,16,5,1,1.78,-3.3134,0.4267,1.8511,0.4971
s1,axis,0,16,6,1,1.2786,-3.5297,1.6472,1.8511,0.4971
s1,axis,0,16,7,1,0.9236,-3.2123,2.3107,1.8511,0.4971
s1,axis,0,16,8,1,0.5408,-2.7134,3.2177,1.8511,0.4971
s1,axis,0,16,9,1,0.4429,-1.7348,3.5093,1.8511,0.4971
s1,axis,0,16,10,1,0.3124,-0.9714,4.1148,1.8511,0.4971
s1,axis,0,16,11,1,0.2086,-0.4569,4.1708,1.8511,0.4971
s1,axis,0,16,12,1,0.1645,-0.0427,4.1958,1.8511,0.4971
s1,axis,0,16,13,1,0.624,0.3192,4.0486,1.8511,0.4971
s1,axis,0,16,14,1,1.4357,1.0674,2.8145,1.8511,0.4971
s1,axis,0,16,15,1,2.0654,1.5648,2.0087,1.8511,0.4971
s1,axis,0,16,16,1,2.8726,1.966,1.1874,1.8511,0.4971
s1,axis,0,16,17,1,3.8328,2.1852,0.5606,1.8511,0.4971
s1,axis,0,16,18,1,4.7998,2.404,0.0085,1.8511,0.4971
s1,axis,0,17,1,1,4.9758,-0.5127,-1.3038,1.8511,0.4971
s1,axis,0,17,2,1,4.2527,-1.23,-1.1799,1.8511,0.4971
s1,axis,0,17,3,1,4.0103,-1.479,-0.9089,1.8511,0.4971
s1,axis,0,17,4,1,3.5174,-2.1888,-0.2173,1.8511,0.4971
s1,axis,0,17,5,1,2.7924,-2.6682,0.7905,1.8511,0.4971
s1,axis,0,17,6,1,2.1675,-2.9846,1.8634,1.8511,0.4971
s1,axis,0,17,7,1,1.825,-2.6685,2.4203,1.8511,0.4971
s1,axis,0,17,8,1,1.1374,-2.1832,2.9415,1.8511,0.4971
s1,axis,0,17,9,1,1.531,-1.4787,3.5361,1.8511,0.4971
s1,axis,0,17,10,1,1.4069,-0.8668,4.0215,1.8511,0.4971
s1,axis,0,17,11,1,1.4239,-0.3887,4.0117,1.8511,0.4971
s1,axis,0,17,12,1,1.5006,0.0297,4.084,1.8511,0.4971
s1,axis,0,17,13,1,1.7364,0.3397,3.9554,1.8511,0.4971
s1,axis,0,17,14,1,2.5613,0.89,3.0751,1.8511,0.4971
s1,axis,0,17,15,1,2.789,1.3348,2.0939,1.8511,0.4971
s1,axis,0,17,16,1,3.5401,1.7713,1.3462,1.8511,0.4971
s1,axis,0,17,17,1,4.1051,1.8414,0.7798,1.8511,0.4971
s1,axis,0,17,18,1,5.1829,2.1619,0.2042,1.8511,0.4971
s1,axis,0,18,1,1,5.6096,-0.1423,-1.2893,1.8511,0.4971
s1,axis,0,18,2,1,4.7326,-0.7285,-1.0927,1.8511,0.4971
s1,axis,0,18,3,1,4.9328,-0.8551,-0.6817,1.8511,0.4971
s1,axis,0,18,4,1,4.6796,-1.4881,-0.1128,1.8511,0.4971
s1,axis,0,18,5,1,3.6323,-2.0913,0.8112,1.8511,0.4971
s1,axis,0,18,6,1,3.1866,-2.1885,2.0921,1.8511,0.4971
s1,axis,0,18,7,1,2.5734,-2.1771,2.5599,1.8511,0.4971
s1,axis,0,18,8,1,2.2998,-1.7259,3.117,1.8511,0.4971
s1,axis,0,18,9,1,2.6151,-1.1338,3.6038,1.8511,0.4971
s1,axis,0,18,10,1,2.591,-0.615,3.8124,1.8511,0.4971
s1,axis,0,18,11,1,2.4873,-0.2847,3.7465,1.8511,0.4971
s1,axis,0,18,12,1,2.3604,-0.106,4.0732,1.8511,0.4971
s1,axis,0,18,13,1,2.8624,0.3579,3.8173,1.8511,0.4971
s1,axis,0,18,14,1,3.5945,0.9641,2.8478,1.8511,0.4971
s1,axis,0,18,15,1,4.0587,1.424,1.874,1.8511,0.4971
s1,axis,0,18,16,1,4.8864,1.9469,1.0681,1.8511,0.4971
s1,axis,0,18,17,1,4.929,1.9411,0.6454,1.8511,0.4971
s1,axis,0,18,18,1,5.4663,2.1548,0.14,1.8511,0.4971
s2,parity,0,1,1,0,-5.0405,-2.4045,1.8701,2.0965,0.5607
s2,parity,0,1,2,0,-4.6618,-2.7231,1.9528,2.0965,0.5607
s2,parity,0,1,3,0,-4.3058,-3.0915,2.0745,2.0965,0.5607
s2,parity,0,1,4,0,-3.9296,-3.1651,2.0426,2.0965,0.5607
s2,parity,0,1,5,0,-3.148,-3.1241,2.071,2.0965,0.5607
s2,parity,0,1,6,0,-2.0807,-2.6242,2.1501,2.0965,0.5607
s2,parity,0,1,7,0,-2.6457,-2.0228,2.1834,2.0965,0.5607
s2,parity,0,1,8,0,-2.2532,-1.3358,2.3807,2.0965,0.5607
s2,parity,0,1,9,0,-2.1539,-0.6591,2.4864,2.0965,0.5607
s2,parity,0,1,10,0,-2.4691,-0.0272,2.5627,2.0965,0.5607
s2,parity,0,1,11,0,-2.7827,0.6347,2.538,2.0965,0.5607
s2,parity,0,1,12,0,-2.7731,1.2023,2.5449,2.0965,0.5607
s2,parity,0,1,13,0,-2.961,1.6086,2.3302,2.0965,0.5607
s2,parity,0,1,14,0,-3.5007,2.0745,1.9029,2.0965,0.5607
s2,parity,0,1,15,0,-4.2801,2.0744,1.2383,2.0965,0.5607
s2,parity,0,1,16,0,-4.5462,1.9789,0.8693,2.0965,0.5607
s2,parity,0,1,17,0,-5.2065,1.7362,0.44,2.0965,0.5607
s2,parity,0,1,18,0,-5.4656,1.4077,0.0402,2.0965,0.5607
s2,parity,0,2,1,0,-4.8283,-2.7887,1.8357,2.0965,0.5607
s2,parity,0,2,2,0,-4.1064,-3.1178,1.9495,2.0965,0.5607
s2,parity,0,2,3,0,-3.5411,-3.5932,2.1223,2.0965,0.5607
s2,parity,0,2,4,0,-2.7463,-3.6468,2.0556,2.0965,0.5607
s2,parity,0,2,5,0,-2.143,-3.4414,2.0887,2.0965,0.5607
s2,parity,0,2,6,0,-1.4467,-2.7731,2.1648,2.0965,0.5607
s2,parity,0,2,7,0,-1.5459,-2.0861,2.323,2.0965,0.5607
s2,parity,0,2,8,0,-1.6048,-1.3077,2.5105,2.0965,0.5607
s2,parity,0,2,9,0,-1.5353,-0.509,2.7099,2.0965,0.5607
s2,parity,0,2,10,0,-1.6499,0.1866,2.8408,2.0965,0.5607
s2,parity,0,2,11,0,-1.6465,1.0015,2.8266,2.0965,0.5607
s2,parity,0,2,12,0,-1.986,1.6892,2.7422,2.0965,0.5607
s2,parity,0,2,13,0,-2.2008,2.0843,2.4169,2.0965,0.5607
s2,parity,0,2,14,0,-2.6319,2.5172,1.9816,2.0965,0.5607
s2,parity,0,2,15,0,-3.2265,2.5223,1.2495,2.0965,0.5607
s2,parity,0,2,16,0,-3.7947,2.4982,0.8389,2.0965,0.5607
s2,parity,0,2,17,0,-4.2789,2.155,0.3681,2.0965,0.5607
s2,parity,0,2,18,0,-4.8472,1.5216,-0.2177,2.0965,0.5607
s2,parity,0,3,1,0,-4.3814,-3.1093,1.8384,2.0965,0.5607
s2,parity,0,3,2,0,-3.171,-3.4052,1.8524,2.0965,0.5607
s2,parity,0,3,3,0,-2.2792,-4.112,2.0735,2.0965,0.5607
s2,parity,0,3,4,0,-1.7081,-4.2078,2.0904,2.0965,0.5607
s2,parity,0,3,5,0,-1.1263,-3.9692,2.0546,2.0965,0.5607
s2,parity,0,3,6,0,-0.255,-3.1677,2.2299,2.0965,0.5607
s2,parity,0,3,7,0,-0.5177,-2.3518,2.3786,2.0965,0.5607
s2,parity,0,3,8,0,-0.4954,-1.4557,2.7028,2.0965,0.5607
s2,parity,0,3,9,0,-0.2149,-0.6411,2.8402,2.0965,0.5607
s2,parity,0,3,10,0,-0.3719,0.1892,2.995,2.0965,0.5607
s2,parity,0,3,11,0,-0.4702,1.2237,2.9104,2.0965,0.5607
s2,parity,0,3,12,0,-0.7603,2.0725,2.8037,2.0965,0.5607
s2,parity,0,3,13,0,-1.3581,2.5137,2.471,2.0965,0.5607
s2,parity,0,3,14,0,-1.6356,3.1162,1.9928,2.0965,0.5607
s2,parity,0,3,15,0,-2.4045,3.3138,1.2569,2.0965,0.5607
s2,parity,0,3,16,0,-3.0632,3.0247,0.5561,2.0965,0.5607
s2,parity,0,3,17,0,-3.7952,2.627,0.0551,2.0965,0.5607
s2,parity,0,3,18,0,-4.5178,2.1589,-0.3828,2.0965,0.5607
s2,parity,0,4,1,0,-4.1012,-3.2969,1.7724,2.0965,0.5607
s2,parity,0,4,2,0,-2.8912,-3.9256,1.9744,2.0965,0.5607
s2,parity,0,4,3,0,-1.883,-4.4073,1.9171,2.0965,0.5607
s2,parity,0,4,4,0,-0.6913,-4.5593,1.9311,2.0965,0.5607
s2,parity,0,4,5,0,0.2334,-4.206,1.9584,2.0965,0.5607
s2,parity,0,4,6,0,0.697,-3.5339,1.9586,2.0965,0.5607
s2,parity,0,4,7,0,0.9124,-2.5537,2.1743,2.0965,0.5607
s2,parity,0,4,8,0,1.0361,-1.7233,2.6405,2.0965,0.5607
s2,parity,0,4,9,0,1.1327,-0.6995,2.8638,2.0965,0.5607
s2,parity,0,4,10,0,0.9506,0.331,2.9891,2.0965,0.5607
s2,parity,0,4,11,0,0.8646,1.3523,2.9341,2.0965,0.5607
s2,parity,0,4,12,0,0.4932,2.2759,2.5158,2.0965,0.5607
s2,parity,0,4,13,0,0.2225,2.7849,2.1194,2.0965,0.5607
s2,parity,0,4,14,0,-0.4686,3.8198,1.4856,2.0965,0.5607
s2,parity,0,4,15,0,-1.287,3.951,0.638,2.0965,0.5607
s2,parity,0,4,16,0,-2.2638,3.6426,0.051,2.0965,0.5607
s2,parity,0,4,17,0,-3.1411,3.1574,-0.4943,2.0965,0.5607
s2,parity,0,4,18,0,-3.867,2.5163,-0.7604,2.0965,0.5607
s2,parity,0,5,1,0,-3.4595,-3.2905,1.763,2.0965,0.5607
s2,parity,0,5,2,0,-2.365,-3.761,1.8602,2.0965,0.5607
s2,parity,0,5,3,0,-0.9888,-4.3918,1.8745,2.0965,0.5607
s2,parity,0,5,4,0,0.2357,-4.4529,1.6381,2.0965,0.5607
s2,parity,0,5,5,0,1.4081,-4.0735,1.7099,2.0965,0.5607
s2,parity,0,5,6,0,2.1522,-3.3862,1.7252,2.0965,0.5607
s2,parity,0,5,7,0,2.586,-2.7428,1.998,2.0965,0.5607
s2,parity,0,5,8,0,2.6819,-1.5985,2.3171,2.0965,0.5607
s2,parity,0,5,9,0,2.7011,-0.695,2.5595,2.0965,0.5607
s2,parity,0,5,10,0,2.5724,0.362,2.5298,2.0965,0.5607
s2,parity,0,5,11,0,2.3425,1.5164,2.4119,2.0965,0.5607
s2,parity,0,5,12,0,2.2207,2.5081,2.0947,2.0965,0.5607
s2,parity,0,5,13,0,1.9652,3.1998,1.6547,2.0965,0.5607
s2,parity,0,5,14,0,1.0246,3.9231,0.7119,2.0965,0.5607
s2,parity,0,5,15,0,-0.153,3.9439,-0.2543,2.0965,0.5607
s2,parity,0,5,16,0,-1.1612,3.7943,-0.6069,2.0965,0.5607
s2,parity,0,5,17,0,-2.1408,3.406,-1.1127,2.0965,0.5607
s2,parity,0,5,18,0,-3.1689,2.7444,-1.3394,2.0965,0.5607
s2,parity,0,6,1,0,-2.7284,-2.9295,1.7456,2.0965,0.5607
s2,parity,0,6,2,0,-1.8309,-3.2266,1.8642,2.0965,0.5607
s2,parity,0,6,3,0,-0.3426,-3.7808,1.9324,2.0965,0.5607
s2,parity,0,6,4,0,1.2246,-3.9633,1.6583,2.0965,0.5607
s2,parity,0,6,5,0,2.3207,-3.775,1.7529,2.0965,0.5607
s2,parity,0,6,6,0,3.0715,-3.1166,1.4666,2.0965,0.5607
s2,parity,0,6,7,0,3.7167,-2.5029,1.7523,2.0965,0.5607
s2,parity,0,6,8,0,3.878,-1.5062,1.8123,2.0965,0.5607
s2,parity,0,6,9,0,3.8923,-0.524,2.0291,2.0965,0.5607
s2,parity,0,6,10,0,3.8717,0.3928,1.9486,2.0965,0.5607
s2,parity,0,6,11,0,3.7961,1.5673,1.6543,2.0965,0.5607
s2,parity,0,6,12,0,3.581,2.4953,1.0953,2.0965,0.5607
s2,parity,0,6,13,0,3.1253,3.2087,0.248,2.0965,0.5607
s2,parity,0,6,14,0,2.2502,3.7115,-0.5654,2.0965,0.5607
s2,parity,0,6,15,0,0.8335,3.7099,-1.3373,2.0965,0.5607
s2,parity,0,6,16,0,-0.6361,3.6019,-1.5289,2.0965,0.5607
s2,parity,0,6,17,0,-1.7566,3.2269,-1.9197,2.0965,0.5607
s2,parity,0,6,18,0,-2.6696,2.6102,-1.9031,2.0965,0.5607
s2,parity,0,7,1,0,-2.7585,-2.3535,1.8468,2.0965,0.5607
s2,parity,0,7,2,0,-1.4983,-2.6309,2.1036,2.0965,0.5607
s2,parity,0,7,3,0,-0.311,-3.0987,2.2173,2.0965,0.5607
s2,parity,0,7,4,0,1.0626,-3.1931,2.1745,2.0965,0.5607
s2,parity,0,7,5,0,2.4951,-2.933,1.9493,2.0965,0.5607
s2,parity,0,7,6,0,3.4756,-2.7682,1.6867,2.0965,0.5607
s2,parity,0,7,7,0,3.7809,-2.0308,1.6108,2.0965,0.5607
s2,parity,0,7,8,0,4.0531,-1.3267,1.6661,2.0965,0.5607
s2,parity,0,7,9,0,4.395,-0.402,1.6864,2.0965,0.5607
s2,parity,0,7,10,0,4.367,0.3716,1.4655,2.0965,0.5607
s2,parity,0,7,11,0,4.4335,1.3172,0.9607,2.0965,0.5607
s2,parity,0,7,12,0,4.1021,1.9621,0.4705,2.0965,0.5607
s2,parity,0,7,13,0,3.6316,2.5163,-0.1157,2.0965,0.5607
s2,parity,0,7,14,0,2.4759,2.8927,-0.9635,2.0965,0.5607
s2,parity,0,7,15,0,1.216,3.0343,-1.788,2.0965,0.5607
s2,parity,0,7,16,0,0.0028,2.9858,-2.0347,2.0965,0.5607
s2,parity,0,7,17,0,-0.905,2.6472,-2.1836,2.0965,0.5607
s2,parity,0,7,18,0,-2.0213,2.238,-2.1124,2.0965,0.5607
s2,parity,0,8,1,0,-2.6661,-1.7804,2.0066,2.0965,0.5607
s2,parity,0,8,2,0,-1.6132,-1.8305,2.3823,2.0965,0.5607
s2,parity,0,8,3,0,-0.4585,-2.0756,2.4852,2.0965,0.5607
s2,parity,0,8,4,0,1.1982,-2.2366,2.457,2.0965,0.5607
s2,parity,0,8,5,0,2.6435,-2.0376,2.235,2.0965,0.5607
s2,parity,0,8,6,0,4.026,-1.8504,1.8819,2.0965,0.5607
s2,parity,0,8,7,0,4.2608,-1.4883,1.574,2.0965,0.5607
s2,parity,0,8,8,0,4.3091,-0.9574,1.407,2.0965,0.5607
s2,parity,0,8,9,0,4.6218,-0.3355,1.1595,2.0965,0.5607
s2,parity,0,8,10,0,4.5861,0.2971,0.808,2.0965,0.5607
s2,parity,0,8,11,0,4.6657,0.8816,0.2114,2.0965,0.5607
s2,parity,0,8,12,0,4.6531,1.3334,-0.2847,2.0965,0.5607
s2,parity,0,8,13,0,4.2029,1.7382,-0.7777,2.0965,0.5607
s2,parity,0,8,14,0,2.9344,2.0821,-1.4405,2.0965,0.5607
s2,parity,0,8,15,0,1.5844,2.0457,-2.0349,2.0965,0.5607
s2,parity,0,8,16,0,0.193,2.0632,-2.3558,2.0965,0.5607
s2,parity,0,8,17,0,-0.834,1.8154,-2.3584,2.0965,0.5607
s2,parity,0,8,18,0,-1.9308,1.7042,-2.3727,2.0965,0.5607
s2,parity,0,9,1,0,-2.3136,-1.1135,2.2832,2.0965,0.5607
s2,parity,0,9,2,0,-1.4398,-0.9606,2.5567,2.0965,0.5607
s2,parity,0,9,3,0,-0.2812,-1.116,2.7403,2.0965,0.5607
s2,parity,0,9,4,0,1.0525,-1.0986,2.5712,2.0965,0.5607
s2,parity,0,9,5,0,2.6114,-1.0479,2.3895,2.0965,0.5607
s2,parity,0,9,6,0,3.8476,-1.0554,1.8669,2.0965,0.5607
s2,parity,0,9,7,0,4.3513,-0.7155,1.5188,2.0965,0.5607
s2,parity,0,9,8,0,4.4066,-0.5034,1.239,2.0965,0.5607
s2,parity,0,9,9,0,4.4715,-0.2698,0.7547,2.0965,0.5607
s2,parity,0,9,10,0,4.7172,-0.0179,0.3372,2.0965,0.5607
s2,parity,0,9,11,0,4.6504,0.1702,-0.1328,2.0965,0.5607
s2,parity,0,9,12,0,4.5243,0.4874,-0.7391,2.0965,0.5607
s2,parity,0,9,13,0,4.2838,0.6513,-1.2201,2.0965,0.5607
s2,parity,0,9,14,0,3.2731,1.0238,-1.8859,2.0965,0.5607
s2,parity,0,9,15,0,1.8618,0.9173,-2.3279,2.0965,0.5607
s2,parity,0,9,16,0,0.5015,1.0313,-2.6317,2.0965,0.5607
s2,parity,0,9,17,0,-0.5875,0.9531,-2.6218,2.0965,0.5607
s2,parity,0,9,18,0,-1.8968,0.7793,-2.5077,2.0965,0.5607
s2,parity,0,10,1,1,-2.6868,-0.2126,2.3304,2.0965,0.5607
s2,parity,0,10,2,1,-1.4674,0.0355,2.594,2.0965,0.5607
s2,parity,0,10,3,1,-0.4129,-0.1112,2.8783,2.0965,0.5607
s2,parity,0,10,4,1,1.0292,-0.044,2.8277,2.0965,0.5607
s2,parity,0,10,5,1,2.8127,0.1412,2.4706,2.0965,0.5607
s2,parity,0,10,6,1,3.9106,0.051,1.7956,2.0965,0.5607
s2,parity,0,10,7,1,4.5138,0.1286,1.3945,2.0965,0.5607
s2,parity,0,10,8,1,4.7551,0.1935,0.8191,2.0965,0.5607
s2,parity,0,10,9,1,4.9313,-0.0468,0.2865,2.0965,0.5607
s2,parity,0,10,10,1,4.9267,-0.1602,-0.1996,2.0965,0.5607
s2,parity,0,10,11,1,4.6827,-0.3577,-0.6067,2.0965,0.5607
s2,parity,0,10,12,1,4.6768,-0.4868,-0.9836,2.0965,0.5607
s2,parity,0,10,13,1,4.2691,-0.4751,-1.3458,2.0965,0.5607
s2,parity,0,10,14,1,3.3125,-0.1561,-1.9829,2.0965,0.5607
s2,parity,0,10,15,1,1.8965,-0.1604,-2.5116,2.0965,0.5607
s2,parity,0,10,16,1,0.0985,-0.0456,-2.6728,2.0965,0.5607
s2,parity,0,10,17,1,-0.823,0.0991,-2.7704,2.0965,0.5607
s2,parity,0,10,18,1,-1.9387,-0.0222,-2.6731,2.0965,0.5607
