variant,layout,seed,step,rho,fro,diag,off_std,finite
baseline,annulus,2,1000,1.0871564149856567,17.080398559570312,0.4976280629634857,0.02591818943619728,1
baseline,annulus,2,2000,1.2948046922683716,17.12946319580078,0.49198785424232483,0.026251956820487976,1
baseline,annulus,2,4000,1.3261862993240356,17.039213180541992,0.47668054699897766,0.02655073069036007,1
baseline,annulus,2,8000,1.6145561933517456,16.977394104003906,0.4545489251613617,0.027095932513475418,1
baseline,annulus,2,16000,2.199117660522461,17.399763107299805,0.42351657152175903,0.028958482667803764,1
baseline,annulus,2,32000,3.063617706298828,18.8198299407959,0.37708809971809387,0.03314604237675667,1
baseline,annulus,2,80000,5.2769341468811035,23.031221389770508,0.28254491090774536,0.042965732514858246,1
baseline,annulus,3,0,1.0531914234161377,17.041309356689453,0.4977206885814667,0.025809120386838913,1
baseline,annulus,3,250,1.0682718753814697,17.041866302490234,0.4973665177822113,0.025823872536420822,1
baseline,annulus,3,500,1.0690237283706665,17.03826141357422,0.49669647216796875,0.025840815156698227,1
baseline,annulus,3,1000,1.098029375076294,17.044742584228516,0.49504345655441284,0.02591959945857525,1
baseline,annulus,3,2000,1.2559735774993896,17.078420639038086,0.4894154667854309,0.026210376992821693,1
baseline,annulus,3,4000,1.3110294342041016,16.981101989746094,0.47389909625053406,0.02649552933871746,1
baseline,annulus,3,8000,1.6046946048736572,16.935728073120117,0.45139020681381226,0.027088668197393417,1
baseline,annulus,3,16000,2.2096750736236572,17.357019424438477,0.42084938287734985,0.02891966514289379,1
baseline,annulus,3,32000,3.1409215927124023,18.733455657958984,0.3755415976047516,0.0329475998878479,1
baseline,annulus,3,80000,5.389394283294678,23.00348663330078,0.28277355432510376,0.042858678847551346,1
baseline,annulus,4,0,1.0670890808105469,17.061328887939453,0.4993947744369507,0.02579835243523121,1
baseline,annulus,4,250,1.0546890497207642,17.061561584472656,0.49918535351753235,0.02580723538994789,1
baseline,annulus,4,500,1.0624799728393555,17.060495376586914,0.4984852969646454,0.025831693783402443,1
baseline,annulus,4,1000,1.0836654901504517,17.072246551513672,0.4967688322067261,0.025926882401108742,1
baseline,annulus,4,2000,1.2504757642745972,17.116840362548828,0.49101224541664124,0.02625197544693947,1
baseline,annulus,4,4000,1.3205938339233398,17.028182983398438,0.4755139648914337,0.026559924706816673,1
baseline,annulus,4,8000,1.5762330293655396,16.951066970825195,0.45313024520874023,0.027076570317149162,1
baseline,annulus,4,16000,2.1753628253936768,17.35690689086914,0.4222864806652069,0.02889322303235531,1
baseline,annulus,4,32000,3.080575704574585,18.789485931396484,0.37719428539276123,0.033057283610105515,1
baseline,annulus,4,80000,5.314515113830566,23.03441619873047,0.28156572580337524,0.04291456937789917,1
baseline,annulus,5,0,1.0887041091918945,17.056570053100586,0.49788421392440796,0.025845475494861603,1
baseline,annulus,5,250,1.071933388710022,17.05852508544922,0.49754565954208374,0.02586386539041996,1
baseline,annulus,5,500,1.0731593370437622,17.05474281311035,0.4968244135379791,0.025881707668304443,1
baseline,annulus,5,1000,1.1935018301010132,17.06760025024414,0.4952395558357239,0.025973845273256302,1
baseline,annulus,5,2000,1.2550700902938843,17.11666488647461,0.48971912264823914,0.02629997394979,1
baseline,annulus,5,4000,1.3228269815444946,17.025156021118164,0.4739360213279724,0.026606280356645584,1
baseline,annulus,5,8000,1.631024956703186,16.966169357299805,0.4511825442314148,0.027171902358531952,1
baseline,annulus,5,16000,2.215602159500122,17.41470718383789,0.41971373558044434,0.029096869751811028,1
baseline,annulus,5,32000,3.1375534534454346,18.801349639892578,0.3735820949077606,0.03316231817007065,1
baseline,annulus,5,80000,5.370831489562988,23.01152801513672,0.2781659662723541,0.04296502470970154,1
baseline,annulus,6,0,1.1057525873184204,17.08510398864746,0.5004643797874451,0.02582046203315258,1
baseline,annulus,6,250,1.0924853086471558,17.09243392944336,0.5003000497817993,0.025846369564533234,1
baseline,annulus,6,500,1.090613603591919,17.089609146118164,0.49966689944267273,0.025863489136099815,1
baseline,annulus,6,1000,1.123642086982727,17.095041275024414,0.4980527460575104,0.025937624275684357,1
baseline,annulus,6,2000,1.2102400064468384,17.14284324645996,0.49276086688041687,0.026253139600157738,1
baseline,annulus,6,4000,1.3351356983184814,17.060890197753906,0.4772542715072632,0.026580238714814186,1
baseline,annulus,6,8000,1.621109127998352,17.007532119750977,0.4543626308441162,0.02717343345284462,1
baseline,annulus,6,16000,2.1783783435821533,17.468097686767578,0.423107385635376,0.0291360542178154,1
baseline,annulus,6,32000,3.0581774711608887,18.863555908203125,0.37835192680358887,0.03322011977434158,1
baseline,annulus,6,80000,5.2051262855529785,23.073074340820312,0.2819488048553467,0.04310010373592377,1
baseline,annulus,7,0,1.0813219547271729,17.096572875976562,0.5009164214134216,0.025831954553723335,1
baseline,annulus,7,250,1.085736632347107,17.09689712524414,0.5006486773490906,0.02584354393184185,1
baseline,annulus,7,500,1.0662866830825806,17.09578514099121,0.500033974647522,0.025864548981189728,1
baseline,annulus,7,1000,1.0904083251953125,17.104814529418945,0.49848100543022156,0.02594602294266224,1
baseline,annulus,7,2000,1.2744677066802979,17.135709762573242,0.49301794171333313,0.026224682107567787,1
baseline,annulus,7,4000,1.3338967561721802,17.039993286132812,0.4775126874446869,0.026516985148191452,1
baseline,annulus,7,8000,1.6156058311462402,16.981142044067383,0.45474696159362793,0.027094407007098198,1
baseline,annulus,7,16000,2.2273542881011963,17.43810272216797,0.4231705367565155,0.029053302481770515,1
baseline,annulus,7,32000,3.1389875411987305,18.882434844970703,0.3766677975654602,0.033278465270996094,1
baseline,annulus,7,80000,5.3896355628967285,23.116281509399414,0.27800968289375305,0.043129172176122665,1
gain_hi,annulus,0,0,1.682856798171997,28.1733341217041,0.5036643743515015,0.05164600536227226,1
gain_hi,annulus,0,250,1.6748346090316772,28.17108917236328,0.5034587383270264,0.05164521187543869,1
gain_hi,annulus,0,500,1.6574389934539795,28.165071487426758,0.5028907060623169,0.0516432486474514,1
gain_hi,annulus,0,1000,1.6487449407577515,28.145212173461914,0.5016160607337952,0.0516243614256382,1
gain_hi,annulus,0,2000,1.7243114709854126,28.117841720581055,0.4986587464809418,0.05161813646554947,1
gain_hi,annulus,0,4000,1.9473493099212646,28.029325485229492,0.4873386323451996,0.051629167050123215,1
gain_hi,annulus,0,8000,2.0379886627197266,27.73188018798828,0.4643993079662323,0.05137893185019493,1
gain_hi,annulus,0,16000,2.2358617782592773,27.704586029052734,0.43552082777023315,0.051766347140073776,1
gain_hi,annulus,0,32000,2.9534175395965576,28.385643005371094,0.3932722806930542,0.053734369575977325,1
gain_hi,annulus,0,80000,4.560213565826416,31.114524841308594,0.3122861385345459,0.059938132762908936,1
gain_hi,annulus,1,0,1.6195216178894043,28.1058349609375,0.5011436343193054,0.05154990404844284,1
gain_hi,annulus,1,250,1.6432603597640991,28.101823806762695,0.5008949041366577,0.05154597759246826,1
gain_hi,annulus,1,500,1.6501593589782715,28.095245361328125,0.5004023909568787,0.05154145136475563,1
gain_hi,annulus,1,1000,1.655409574508667,28.08258056640625,0.4993591904640198,0.05153411254286766,1
gain_hi,annulus,1,2000,1.7173651456832886,28.065542221069336,0.49659228324890137,0.051546771079301834,1
gain_hi,annulus,1,4000,1.8617345094680786,27.981992721557617,0.48562896251678467,0.05156099423766136,1
gain_hi,annulus,1,8000,1.9957029819488525,27.663448333740234,0.4628274440765381,0.05126246064901352,1
gain_hi,annulus,1,16000,2.143766403198242,27.630966186523438,0.4339870512485504,0.051642045378685,1
gain_hi,annulus,1,32000,2.7082278728485107,28.214263916015625,0.39078548550605774,0.0534256175160408,1
gain_hi,annulus,1,80000,4.353264808654785,30.830785751342773,0.3076508641242981,0.059442728757858276,1
gain_hi,annulus,2,0,1.6629936695098877,28.119834899902344,0.5004386305809021,0.051598649471998215,1
gain_hi,annulus,2,250,1.6542500257492065,28.111780166625977,0.5001938939094543,0.051585737615823746,1
gain_hi,annulus,2,500,1.648564338684082,28.102937698364258,0.4996185898780823,0.05157797038555145,1
gain_hi,annulus,2,1000,1.6232404708862305,28.084392547607422,0.4983546733856201,0.051562100648880005,1
gain_hi,annulus,2,2000,1.8067535161972046,28.06157684326172,0.4951961636543274,0.051570214331150055,1
gain_hi,annulus,2,4000,1.8023779392242432,27.98301887512207,0.48382073640823364,0.05160469189286232,1
gain_hi,annulus,2,8000,2.023550271987915,27.65744972229004,0.460624635219574,0.051299046725034714,1
gain_hi,annulus,2,16000,2.2132060527801514,27.61497688293457,0.43182122707366943,0.051658689975738525,1
gain_hi,annulus,2,32000,2.862595796585083,28.237070083618164,0.39055007696151733,0.05350441858172417,1
gain_hi,annulus,2,80000,4.411061763763428,30.96243667602539,0.3113629221916199,0.05970913916826248,1
gain_hi,annulus,3,0,1.6108368635177612,28.087438583374023,0.4954414665699005,0.051618240773677826,1
gain_hi,annulus,3,250,1.613855242729187,28.082782745361328,0.49508363008499146,0.05161456763744354,1
gain_hi,annulus,3,500,1.6231838464736938,28.077228546142578,0.49454033374786377,0.05161316320300102,1
gain_hi,annulus,3,1000,1.619214653968811,28.06731605529785,0.49334317445755005,0.05161476507782936,1
gain_hi,annulus,3,2000,1.6860895156860352,28.049558639526367,0.49049028754234314,0.05162784084677696,1
gain_hi,annulus,3,4000,1.9185755252838135,27.978605270385742,0.47941726446151733,0.05167141184210777,1
gain_hi,annulus,3,8000,2.0796988010406494,27.67203140258789,0.4566132128238678,0.05139683932065964,1
gain_hi,annulus,3,16000,2.320692777633667,27.614044189453125,0.42855462431907654,0.0517025887966156,1
gain_hi,annulus,3,32000,2.8613967895507812,28.1849422454834,0.3876379430294037,0.05343153327703476,1
gain_hi,annulus,3,80000,4.412742614746094,30.865276336669922,0.3090295195579529,0.059568312019109726,1
gain_hi,annulus,4,0,1.6378659009933472,28.106243133544922,0.4987894892692566,0.05159670487046242,1
gain_hi,annulus,4,250,1.620678424835205,28.097841262817383,0.49850717186927795,0.05158431828022003,1
gain_hi,annulus,4,500,1.6194571256637573,28.093414306640625,0.4979766607284546,0.05158526822924614,1
gain_hi,annulus,4,1000,1.6473640203475952,28.083051681518555,0.4968988001346588,0.05158361792564392,1
gain_hi,annulus,4,2000,1.7131634950637817,28.060626983642578,0.49387893080711365,0.051589708775281906,1
gain_hi,annulus,4,4000,1.9118776321411133,27.963613510131836,0.4823334217071533,0.05158497020602226,1
gain_hi,annulus,4,8000,2.0316500663757324,27.64048957824707,0.4590763747692108,0.05128113925457001,1
gain_hi,annulus,4,16000,2.2497291564941406,27.54619789123535,0.42991429567337036,0.05152546614408493,1
gain_hi,annulus,4,32000,2.896501302719116,28.073789596557617,0.38757097721099854,0.05317288264632225,1
gain_hi,annulus,4,80000,4.593601703643799,30.661542892456055,0.30781301856040955,0.05909239500761032,1
gain_hi,annulus,5,0,1.677408218383789,28.12156105041504,0.4957684278488159,0.051690950989723206,1
gain_hi,annulus,5,250,1.6393656730651855,28.113826751708984,0.4953291118144989,0.05168292298913002,1
gain_hi,annulus,5,500,1.6126211881637573,28.105323791503906,0.49470019340515137,0.05167650058865547,1
gain_hi,annulus,5,1000,1.6218242645263672,28.08863067626953,0.4933674931526184,0.0516655258834362,1
gain_hi,annulus,5,2000,1.769217610359192,28.077497482299805,0.49041125178337097,0.05169494077563286,1
gain_hi,annulus,5,4000,1.9520035982131958,28.026771545410156,0.4796210825443268,0.051776062697172165,1
gain_hi,annulus,5,8000,2.0917704105377197,27.708059310913086,0.45691439509391785,0.05147148296236992,1
gain_hi,annulus,5,16000,2.1932473182678223,27.64763832092285,0.42851072549819946,0.05177448317408562,1
gain_hi,annulus,5,32000,2.7368788719177246,28.18218421936035,0.38643133640289307,0.05342971906065941,1
gain_hi,annulus,5,80000,4.3951497077941895,30.81782341003418,0.30521321296691895,0.059430986642837524,1
gain_hi,annulus,6,0,1.7115051746368408,28.14495849609375,0.5009286403656006,0.05164092406630516,1
gain_hi,annulus,6,250,1.6830599308013916,28.140024185180664,0.5005539655685425,0.05163779854774475,1
gain_hi,annulus,6,500,1.6539199352264404,28.132890701293945,0.4999622404575348,0.051633790135383606,1
gain_hi,annulus,6,1000,1.6190268993377686,28.117168426513672,0.4988224506378174,0.0516212061047554,1
gain_hi,annulus,6,2000,1.7991794347763062,28.095386505126953,0.4956730604171753,0.051630906760692596,1
gain_hi,annulus,6,4000,1.963725209236145,28.022693634033203,0.48460978269577026,0.051670391112565994,1
gain_hi,annulus,6,8000,2.0410189628601074,27.712417602539062,0.46115642786026,0.05140053108334541,1
gain_hi,annulus,6,16000,2.142152786254883,27.645648956298828,0.43208035826683044,0.05171036720275879,1
gain_hi,annulus,6,32000,2.7605113983154297,28.1885986328125,0.3887595236301422,0.05341729894280434,1
gain_hi,annulus,6,80000,4.458367824554443,30.84495735168457,0.3084844946861267,0.059506937861442566,1
gain_hi,annulus,7,0,1.6782408952713013,28.16478157043457,0.5018328428268433,0.05166390910744667,1
gain_hi,annulus,7,250,1.659301519393921,28.163860321044922,0.5015622973442078,0.051667336374521255,1
gain_hi,annulus,7,500,1.6602407693862915,28.15711784362793,0.5010004043579102,0.051663611084222794,1
gain_hi,annulus,7,1000,1.66515052318573,28.138771057128906,0.4996500313282013,0.05164969339966774,1
gain_hi,annulus,7,2000,1.7419109344482422,28.10826301574707,0.4965718984603882,0.051639582961797714,1
gain_hi,annulus,7,4000,1.9208953380584717,28.03466033935547,0.48568499088287354,0.05167456716299057,1
gain_hi,annulus,7,8000,1.9844201803207397,27.734777450561523,0.4623369574546814,0.051426395773887634,1
gain_hi,annulus,7,16000,2.1542322635650635,27.658828735351562,0.43188658356666565,0.05173872783780098,1
gain_hi,annulus,7,32000,2.8321003913879395,28.222368240356445,0.38843879103660583,0.05347664654254913,1
gain_hi,annulus,7,80000,4.415084362030029,30.91375732421875,0.3040497899055481,0.059612810611724854,1
gain_lo,annulus,0,0,0.7942989468574524,12.92824649810791,0.5009161233901978,0.012911501340568066,1
gain_lo,annulus,0,250,0.7830563187599182,12.941437721252441,0.5006849765777588,0.012982109561562538,1
gain_lo,annulus,0,500,0.8004472255706787,12.950372695922852,0.4999943673610687,0.013070273213088512,1
gain_lo,annulus,0,1000,0.8990966081619263,13.0064115524292,0.4977943003177643,0.013448071666061878,1
gain_lo,annulus,0,2000,0.9956356883049011,13.094210624694824,0.49021950364112854,0.014294948428869247,1
gain_lo,annulus,0,4000,1.3012176752090454,13.074997901916504,0.4737815856933594,0.015235106460750103,1
gain_lo,annulus,0,8000,1.716526985168457,13.307900428771973,0.4519503116607666,0.017117468640208244,1
gain_lo,annulus,0,16000,2.34074068069458,14.19796371459961,0.42074131965637207,0.020875096321105957,1
gain_lo,annulus,0,32000,3.3609366416931152,16.184825897216797,0.37211093306541443,0.026992566883563995,1
gain_lo,annulus,0,80000,5.874547958374023,21.290998458862305,0.269868940114975,0.03905782103538513,1
gain_lo,annulus,1,0,0.7788401246070862,12.909910202026367,0.5002858638763428,0.01288747601211071,1
gain_lo,annulus,1,250,0.78777015209198,12.9207181930542,0.4999921917915344,0.01295339222997427,1
gain_lo,annulus,1,500,0.8125654458999634,12.925745964050293,0.4992818236351013,0.013028066605329514,1
gain_lo,annulus,1,1000,0.9393099546432495,12.974666595458984,0.4970206320285797,0.013383091427385807,1
gain_lo,annulus,1,2000,1.0124199390411377,13.03845500946045,0.48928022384643555,0.014152595773339272,1
gain_lo,annulus,1,4000,1.322842001914978,13.015439987182617,0.4729156792163849,0.015077534131705761,1
gain_lo,annulus,1,8000,1.7746083736419678,13.261245727539062,0.45153650641441345,0.01697549782693386,1
gain_lo,annulus,1,16000,2.4441025257110596,14.162681579589844,0.42014461755752563,0.020757922902703285,1
gain_lo,annulus,1,32000,3.4451003074645996,16.131254196166992,0.3719445765018463,0.026821639388799667,1
gain_lo,annulus,1,80000,5.952293872833252,21.178680419921875,0.2700623869895935,0.038778237998485565,1
gain_lo,annulus,2,0,0.7829670310020447,12.909256935119629,0.5001096725463867,0.012899662367999554,1
gain_lo,annulus,2,250,0.7816763520240784,12.918647766113281,0.4998076260089874,0.012959959916770458,1
gain_lo,annulus,2,500,0.777872622013092,12.925986289978027,0.4991125762462616,0.013042912818491459,1
gain_lo,annulus,2,1000,0.9210555553436279,12.977208137512207,0.49688589572906494,0.013404537923634052,1
gain_lo,annulus,2,2000,1.0041505098342896,13.058685302734375,0.48935407400131226,0.014224068261682987,1
gain_lo,annulus,2,4000,1.304343581199646,13.043017387390137,0.4730914235115051,0.015167055651545525,1
gain_lo,annulus,2,8000,1.7637040615081787,13.269633293151855,0.4516673684120178,0.017009984701871872,1
gain_lo,annulus,2,16000,2.4209723472595215,14.135355949401855,0.4200724959373474,0.02071809582412243,1
gain_lo,annulus,2,32000,3.4091875553131104,16.081153869628906,0.37266552448272705,0.026736639440059662,1
gain_lo,annulus,2,80000,5.857000350952148,21.05504035949707,0.26991450786590576,0.03856761381030083,1
gain_lo,annulus,3,0,0.7754414677619934,12.886683464050293,0.4988603889942169,0.012904560193419456,1
gain_lo,annulus,3,250,0.7877092361450195,12.897658348083496,0.4985473155975342,0.012971754185855389,1
gain_lo,annulus,3,500,0.7923107743263245,12.902451515197754,0.4978736937046051,0.013042648322880268,1
gain_lo,annulus,3,1000,0.9168547987937927,12.941946029663086,0.49558985233306885,0.013361147604882717,1
gain_lo,annulus,3,2000,1.0045210123062134,12.993464469909668,0.48783236742019653,0.014086340554058552,1
gain_lo,annulus,3,4000,1.3131009340286255,12.971606254577637,0.4715580344200134,0.01501266285777092,1
gain_lo,annulus,3,8000,1.7493122816085815,13.205000877380371,0.45004063844680786,0.016889315098524094,1
gain_lo,annulus,3,16000,2.3917183876037598,14.072829246520996,0.41861018538475037,0.020602157339453697,1
gain_lo,annulus,3,32000,3.393951892852783,16.0216064453125,0.3709813356399536,0.02663412131369114,1
gain_lo,annulus,3,80000,5.825251579284668,21.007781982421875,0.26851651072502136,0.03850085288286209,1
gain_lo,annulus,4,0,0.7825815677642822,12.90141487121582,0.49969738721847534,0.012899176217615604,1
gain_lo,annulus,4,250,0.7868421673774719,12.908012390136719,0.4993516504764557,0.012952013872563839,1
gain_lo,annulus,4,500,0.8134641051292419,12.914717674255371,0.49869298934936523,0.013029124587774277,1
gain_lo,annulus,4,1000,0.9426331520080566,12.955002784729004,0.4963246285915375,0.01335800439119339,1
gain_lo,annulus,4,2000,1.0270897150039673,13.008437156677246,0.48845142126083374,0.014098737388849258,1
gain_lo,annulus,4,4000,1.2731683254241943,12.996042251586914,0.47231751680374146,0.015047745779156685,1
gain_lo,annulus,4,8000,1.7398678064346313,13.253697395324707,0.45139360427856445,0.016965126618742943,1
gain_lo,annulus,4,16000,2.410998582839966,14.150748252868652,0.42009687423706055,0.020739395171403885,1
gain_lo,annulus,4,32000,3.3980753421783447,16.145069122314453,0.37120699882507324,0.026898978278040886,1
gain_lo,annulus,4,80000,5.9437150955200195,21.185914993286133,0.26914700865745544,0.03880544751882553,1
gain_lo,annulus,5,0,0.7943520545959473,12.892522811889648,0.4989420771598816,0.012922737747430801,1
gain_lo,annulus,5,250,0.7824404239654541,12.901593208312988,0.49861302971839905,0.012984038330614567,1
gain_lo,annulus,5,500,0.8257926106452942,12.909112930297852,0.4979308247566223,0.013066279701888561,1
gain_lo,annulus,5,1000,0.9105176329612732,12.957462310791016,0.4957462251186371,0.013411683961749077,1
gain_lo,annulus,5,2000,0.9952951073646545,13.025556564331055,0.4881329834461212,0.014187650755047798,1
gain_lo,annulus,5,4000,1.291434407234192,13.011287689208984,0.47163280844688416,0.01514999195933342,1
gain_lo,annulus,5,8000,1.7297203540802002,13.25239372253418,0.4498615860939026,0.017051124945282936,1
gain_lo,annulus,5,16000,2.391622304916382,14.169795989990234,0.418965220451355,0.020852593705058098,1
gain_lo,annulus,5,32000,3.374138832092285,16.171100616455078,0.3708905577659607,0.027001356706023216,1
gain_lo,annulus,5,80000,5.845942974090576,21.17760467529297,0.26881811022758484,0.03884134814143181,1
gain_lo,annulus,6,0,0.8028762936592102,12.914457321166992,0.5002321600914001,0.01291023101657629,1
gain_lo,annulus,6,250,0.8056961894035339,12.927331924438477,0.5000144243240356,0.012978564016520977,1
gain_lo,annulus,6,500,0.8086551427841187,12.933719635009766,0.4993143677711487,0.013057081028819084,1
gain_lo,annulus,6,1000,0.9073837399482727,12.976723670959473,0.4970875382423401,0.013382764533162117,1
gain_lo,annulus,6,2000,1.0520166158676147,13.035401344299316,0.4892836809158325,0.014130975119769573,1
gain_lo,annulus,6,4000,1.3553296327590942,13.013200759887695,0.4728521406650543,0.015058294869959354,1
gain_lo,annulus,6,8000,1.7972285747528076,13.250185012817383,0.4512670338153839,0.016942594200372696,1
gain_lo,annulus,6,16000,2.468597650527954,14.145879745483398,0.4195109009742737,0.02072160877287388,1
gain_lo,annulus,6,32000,3.49582576751709,16.19654083251953,0.3710451126098633,0.02698756940662861,1
gain_lo,annulus,6,80000,6.0422258377075195,21.324426651000977,0.26767998933792114,0.03906188905239105,1
gain_lo,annulus,7,0,0.787987470626831,12.92043685913086,0.5004581809043884,0.012915977276861668,1
gain_lo,annulus,7,250,0.7923584580421448,12.928868293762207,0.5001821517944336,0.012970948591828346,1
gain_lo,annulus,7,500,0.7961519956588745,12.931085586547852,0.49942365288734436,0.01303816307336092,1
gain_lo,annulus,7,1000,0.9116111993789673,12.973837852478027,0.4971242845058441,0.013371310196816921,1
gain_lo,annulus,7,2000,0.9816688895225525,13.039880752563477,0.4894573986530304,0.014145749621093273,1
gain_lo,annulus,7,4000,1.2965800762176514,13.017868041992188,0.47319433093070984,0.01507005374878645,1
gain_lo,annulus,7,8000,1.7541584968566895,13.238578796386719,0.4514503479003906,0.016918577253818512,1
gain_lo,annulus,7,16000,2.4117047786712646,14.12205982208252,0.4200398623943329,0.02067354880273342,1
gain_lo,annulus,7,32000,3.4293668270111084,16.091096878051758,0.37273290753364563,0.026743145659565926,1
gain_lo,annulus,7,80000,5.97409725189209,21.05331039428711,0.2708304226398468,0.038458000868558884,1
orth,annulus,0,0,1.0773502588272095,17.074464797973633,0.49974146485328674,0.025816626846790314,1
orth,annulus,0,250,1.0769919157028198,17.075536727905273,0.4994230270385742,0.025831228122115135,1
orth,annulus,0,500,1.0801634788513184,17.074790954589844,0.4987855553627014,0.025854261592030525,1
orth,annulus,0,1000,1.153159499168396,17.081945419311523,0.49719738960266113,0.0259334035217762,1
orth,annulus,0,2000,1.2257769107818604,17.12381935119629,0.49169835448265076,0.026242518797516823,1
orth,annulus,0,4000,1.3902690410614014,17.00304412841797,0.47583863139152527,0.026481350883841515,1
orth,annulus,0,8000,1.581318974494934,16.932899475097656,0.4525356590747833,0.027046188712120056,1
orth,annulus,0,16000,2.1478662490844727,17.383419036865234,0.4208745062351227,0.02900148741900921,1
orth,annulus,0,32000,3.004657745361328,18.82996940612793,0.3742865025997162,0.03325163200497627,1
orth,annulus,0,80000,5.140565395355225,23.092838287353516,0.27932173013687134,0.04322673752903938,1
orth,annulus,1,0,1.0773502588272095,17.055761337280273,0.4984647333621979,0.02582046017050743,1
orth,annulus,1,250,1.0770150423049927,17.05644989013672,0.49811550974845886,0.02583600953221321,1
orth,annulus,1,500,1.0808888673782349,17.051820755004883,0.49738818407058716,0.025851592421531677,1
orth,annulus,1,1000,1.2213904857635498,17.060264587402344,0.4957038462162018,0.025935184210538864,1
orth,annulus,1,2000,1.312242031097412,17.114200592041016,0.49021515250205994,0.026271890848875046,1
orth,annulus,1,4000,1.39752197265625,17.00267219543457,0.47441765666007996,0.026528844609856606,1
orth,annulus,1,8000,1.6358842849731445,16.948932647705078,0.45160308480262756,0.027116499841213226,1
orth,annulus,1,16000,2.1863186359405518,17.38806915283203,0.41906797885894775,0.02905927039682865,1
orth,annulus,1,32000,3.0502519607543945,18.82656478881836,0.3727479875087738,0.03326018899679184,1
orth,annulus,1,80000,5.189846515655518,23.13127326965332,0.2772447466850281,0.043302156031131744,1
orth,annulus,2,0,1.0773502588272095,17.086977005004883,0.5005965828895569,0.025819668546319008,1
orth,annulus,2,250,1.0781632661819458,17.087417602539062,0.5001938939094543,0.02583637274801731,1
orth,annulus,2,500,1.081376075744629,17.082242965698242,0.4994906485080719,0.025850413367152214,1
orth,annulus,2,1000,1.1290771961212158,17.087053298950195,0.49794936180114746,0.025920843705534935,1
orth,annulus,2,2000,1.278359055519104,17.133316040039062,0.49270516633987427,0.02623097412288189,1
orth,annulus,2,4000,1.3372677564620972,17.022890090942383,0.4769096076488495,0.02649495005607605,1
orth,annulus,2,8000,1.6171468496322632,16.950439453125,0.4539613127708435,0.027041107416152954,1
orth,annulus,2,16000,2.194202184677124,17.37274169921875,0.42259764671325684,0.02891213446855545,1
orth,annulus,2,32000,3.057133436203003,18.784046173095703,0.377048522233963,0.03305766358971596,1
orth,annulus,2,80000,5.190309047698975,23.015161514282227,0.28252288699150085,0.042991235852241516,1
orth,annulus,3,0,1.0773502588272095,17.103408813476562,0.5017199516296387,0.02582346461713314,1
orth,annulus,3,250,1.0878971815109253,17.102365493774414,0.5013394355773926,0.02583533152937889,1
orth,annulus,3,500,1.0865799188613892,17.100265502929688,0.5007010102272034,0.02585476264357567,1
orth,annulus,3,1000,1.186189889907837,17.108203887939453,0.49918031692504883,0.025932500138878822,1
orth,annulus,3,2000,1.2749687433242798,17.136995315551758,0.493255615234375,0.026223858818411827,1
orth,annulus,3,4000,1.3223261833190918,17.013751983642578,0.47735437750816345,0.026458732783794403,1
