eval_0,eval_1,eval_2,eval_3,eval_4,eval_5,fold_ratio_diffusion,hd,intrinsic_dim,kind,loop_score,name,spectral_gap_1_2
0.15333819666775395,0.14354101668043545,0.13338781720762882,0.10806335579990367,0.08630202069517823,0.06492729459093595,,full,5,topology,0.08922400868065457,open,1.0682535223303449
0.14044340232391792,0.11698441274312717,0.11266377022043143,0.10382363484246654,0.09371281332200727,0.07564667701803249,,full,6,topology,0.6111113192399596,annulus,1.2005309000635982
0.1309227372379439,0.12494226548530468,0.12081525479104556,0.08668846362092855,0.07808002848073943,0.06694806988991908,,full,7,topology,0.8336106945040777,theta,1.047865882128915
0.14503136872711042,0.11985928174611357,0.10615437190472139,0.10224720733262453,0.08954257296630312,0.076547598898142,,full,6,topology,0.7935199939471279,figure8,1.2100136644762853
0.16564537762529502,0.14485370918162246,0.11153722695902471,0.10921107916328456,0.0910901879291732,0.07939666614808985,3.787482674516579,full,5,fold,,s2,
0.2583211672874185,0.1766272298140611,0.14977919760722647,0.11414581818874203,0.0731483078501001,0.06669891225680552,2.72208535896649,parity,3,fold,,s2,
0.24439354978045427,0.18442668535381268,0.1458486145262297,0.13115849362043827,0.07749976683392443,0.07100414486777659,0.22372918769104902,axis,4,fold,,s2,
