seed,unit,orient,di
0,0,H,-0.7544759
0,0,H,0.35868022
0,0,H,0.40124166
0,0,V,-1.0
0,0,V,-1.0
0,0,V,-1.0
0,0,V,-1.0
0,0,V,-0.9993074
0,0,V,-0.9834834
0,0,V,-0.99703264
0,1,H,-0.13819484
0,1,V,1.0
0,1,V,1.0
0,1,V,1.0
0,1,V,1.0
0,1,V,1.0
0,1,V,1.0
0,1,V,0.93466854
0,2,V,-0.2486635
0,2,V,-0.44059843
0,2,V,-0.37513167
0,2,V,0.48651978
0,3,H,-0.93261206
0,3,H,0.95410043
0,3,V,-0.9584931
0,3,V,-1.0
0,3,V,-1.0
0,3,V,-1.0
0,3,V,-0.8823456
0,4,H,0.6141073
0,4,H,0.60826445
0,4,H,0.61231047
0,4,H,0.07796885
0,4,H,0.11402757
0,4,H,0.17423037
0,4,H,0.2107511
0,4,H,0.06417704
0,4,H,0.048308916
0,4,H,-0.22809617
0,4,H,-0.12988594
0,4,H,-0.15756737
0,4,V,-0.24660192
0,4,V,-0.31586316
0,4,V,0.2539558
0,4,V,-0.0021388608
0,4,V,0.087989874
0,4,V,0.68608266
0,4,V,0.069813445
0,4,V,-0.04014473
0,4,V,0.10869334
0,4,V,0.53968686
0,4,V,0.48727912
0,4,V,0.41808864
0,5,H,0.20369719
0,5,H,0.04989921
0,5,H,0.02523004
0,5,H,-0.07406644
0,5,H,0.015525824
0,5,H,-0.038184885
0,5,H,-0.051785138
0,5,H,0.018929657
0,5,H,0.008355992
0,5,H,-0.017295921
0,5,H,-0.14993176
0,5,H,-0.16813508
0,5,H,-0.05613438
0,5,H,-0.11456695
0,6,H,-0.028035419
0,6,H,-0.0014702932
0,6,H,0.065776445
0,6,H,0.0006335558
0,6,H,0.038622662
0,6,H,-0.013349101
0,6,H,-0.11814287
0,6,H,-0.067121916
0,6,H,-0.1309979
0,6,V,0.03165704
0,6,V,0.023387367
0,6,V,0.044540755
0,6,V,0.00023137244
0,7,H,-0.999184
0,7,H,-0.99927586
0,7,H,-1.0
0,7,H,-0.8640766
0,8,V,0.07131987
0,8,V,0.099490784
0,8,V,-0.04345799
0,8,V,-0.24474552
0,8,V,0.22715266
0,8,V,-0.11480973
0,8,V,0.12750521
0,8,V,-0.13664939
0,8,V,0.16378064
0,8,V,0.1426183
0,8,V,0.34583223
0,8,V,-0.0993346
0,8,V,0.17975901
0,8,V,-0.26486376
0,8,V,0.45914134
0,8,V,-0.17599939
0,9,H,0.8528513
0,9,H,0.8499686
0,9,H,0.771577
0,9,V,-0.75669503
0,9,V,-0.599951
0,10,H,-0.056537118
0,10,H,0.09991424
0,10,H,-0.97511035
0,10,H,-0.77904594
0,10,V,0.3973538
0,10,V,0.34662816
0,10,V,0.5025269
0,10,V,0.54173356
0,10,V,0.4176107
0,10,V,0.96621174
0,11,H,0.3055043
0,11,H,0.3824699
0,11,H,0.11005654
0,11,H,0.039452896
0,11,H,0.040657006
0,11,H,0.14856961
0,11,H,-0.029143706
0,11,H,0.13679253
0,11,H,0.07336252
0,11,H,0.05609311
0,11,H,-0.076449975
0,11,H,-0.35169888
0,11,V,0.051238254
0,11,V,-0.0034366364
0,11,V,0.026378348
0,11,V,-0.0078115286
0,11,V,-0.005198204
0,11,V,0.03876997
0,12,H,-0.89934206
0,12,V,0.16893184
0,12,V,0.07314958
0,12,V,0.063139565
0,12,V,0.2876501
0,12,V,-0.62742007
0,12,V,-0.67952025
0,12,V,-0.64033127
0,12,V,-0.471576
0,12,V,-0.82477534
0,13,H,-0.99070394
0,13,H,-0.9942787
0,13,H,0.30368853
0,13,H,0.9472726
0,13,V,0.9980941
0,13,V,1.0
0,13,V,1.0
0,13,V,1.0
0,13,V,1.0
0,14,H,0.13327694
0,14,H,-0.06328544
0,14,H,-0.012808777
0,14,H,-0.2374444
0,14,V,0.13215305
0,14,V,-0.16580696
0,14,V,0.13339809
0,14,V,-0.11547293
0,14,V,0.25419438
0,15,H,0.66040653
0,15,H,0.1665657
0,15,H,0.24411802
0,15,H,0.036311425
0,15,H,0.077228464
0,15,H,0.15681686
0,15,H,0.20674859
0,15,H,-0.6851155
0,15,H,-0.78511065
0,15,V,-0.25880602
0,15,V,-0.3134683
0,15,V,-0.56373143
0,15,V,-0.13995376
0,15,V,-0.15443173
0,15,V,-0.3043945
0,15,V,-0.06531976
0,15,V,-0.04172863
0,15,V,-0.14769772
0,15,V,0.46203336
0,15,V,0.8572228
0,15,V,0.82447946
0,16,H,-0.9380898
0,16,H,-0.81614095
0,16,H,-0.83982956
0,16,V,0.20408161
0,16,V,0.15075989
0,16,V,0.17245877
0,16,V,0.2738839
0,16,V,0.39938718
0,17,H,-1.0
0,17,V,0.8033573
0,17,V,1.0
0,17,V,1.0
0,17,V,1.0
0,17,V,1.0
0,18,H,-0.9820136
0,18,H,-0.99241894
0,18,H,-0.9889386
0,18,H,-0.99962777
0,18,V,0.03397268
0,18,V,0.048280116
0,18,V,0.05243283
0,18,V,0.23427142
0,19,H,1.0
0,19,H,1.0
0,19,H,1.0
0,19,V,-0.9927276
0,19,V,-1.0
0,19,V,-1.0
0,20,V,0.24670324
0,20,V,0.44997573
0,20,V,0.38928023
0,20,V,0.2535796
0,21,V,0.53180236
0,21,V,-0.69407845
0,21,V,-0.7468159
0,21,V,-0.674617
0,21,V,0.56441575
0,21,V,-0.63233536
0,21,V,-0.482744
0,21,V,0.46209222
0,21,V,-0.68963623
0,21,V,-0.58621776
0,21,V,-0.6099956
0,21,V,0.6629263
0,22,H,0.16732182
0,22,H,-0.0061810254
0,22,H,0.019731501
0,22,H,0.08082856
0,22,H,0.025414277
0,22,H,-0.062857196
0,22,V,0.9636641
0,22,V,0.8743438
0,22,V,0.85640067
0,22,V,0.9448663
0,22,V,0.978018
0,23,H,-0.0900355
0,23,H,-0.09033677
0,23,H,0.09852875
0,23,H,-0.048458673
0,23,H,0.1159414
0,23,H,0.092455655
0,23,H,0.12306954
0,23,H,0.103888005
0,23,V,0.41231665
0,23,V,-0.23401524
0,23,V,0.22231852
0,23,V,0.17913482
0,23,V,0.2761438
0,23,V,-0.25695708
0,23,V,0.21044251
0,23,V,0.12909949
0,23,V,0.16375323
0,24,H,-1.0
0,24,H,-1.0
0,24,H,-1.0
0,24,H,-1.0
0,24,V,-1.0
0,24,V,-1.0
0,24,V,-1.0
0,24,V,-1.0
0,25,H,0.9974635
0,25,H,0.9747802
0,25,H,0.73951083
0,25,H,0.8553999
0,25,H,0.66922015
0,25,H,0.69726026
0,25,H,0.68521726
0,25,V,-0.18061039
0,25,V,-0.34231994
0,25,V,0.22789924
0,25,V,0.40238065
0,25,V,0.21709302
0,25,V,0.26045623
0,25,V,0.42888376
0,25,V,0.35771567
0,25,V,0.32807255
0,25,V,0.54793036
0,25,V,0.7743132
0,26,H,-0.041563597
0,26,H,-0.044228602
0,26,H,-0.049761176
0,26,H,-0.014984825
0,26,H,-0.025382472
0,26,H,-0.04637345
0,26,H,-0.15663265
0,26,H,-0.16084193
0,26,H,-0.0812783
0,26,V,-0.008699333
0,26,V,-0.0030709414
0,26,V,0.086282626
0,26,V,0.011719124
0,26,V,-0.010432814
0,26,V,0.1252023
0,26,V,0.15755436
0,27,V,0.12439996
0,27,V,-0.070279144
0,27,V,0.23733604
0,27,V,0.091015965
0,27,V,0.27837408
0,27,V,0.4394988
0,27,V,0.11799193
0,27,V,0.35137063
0,27,V,0.7618464
0,27,V,0.45047465
0,28,H,-0.99989325
0,28,H,-1.0
0,28,H,-0.9993056
0,28,H,-0.99181116
0,28,V,-1.0
0,28,V,-1.0
0,28,V,-1.0
0,28,V,-1.0
0,29,V,-0.050452303
0,29,V,-0.27385035
0,29,V,-0.37457445
0,29,V,-0.33231342
0,29,V,-0.13070166
0,30,H,0.26531118
0,30,H,-0.08771156
0,30,H,0.11046885
0,30,H,0.015442752
0,30,H,0.09733789
0,30,H,-0.0119668655
0,30,H,0.13976327
0,30,H,-0.028158817
0,30,H,-0.15421294
0,30,H,-0.37016696
0,30,V,0.17278653
0,30,V,0.20775092
0,31,V,0.49346006
0,31,V,0.48254094
0,31,V,0.54908884
0,31,V,0.9913806
0,31,V,0.33618295
0,31,V,0.49110833
0,31,V,0.30566612
0,31,V,0.47692907
0,31,V,0.5673487
0,31,V,0.4259388
0,31,V,-0.1259744
0,31,V,0.06417366
0,31,V,-0.08111686
0,32,V,-0.4697729
0,32,V,-0.48245934
0,32,V,-0.4553379
0,33,H,-0.024250124
0,33,H,-0.12646379
0,33,V,-0.09030882
0,33,V,0.0049370355
0,33,V,-0.068248644
0,34,H,0.8471233
0,34,H,0.8261986
0,34,H,-0.83649695
0,34,H,0.9003874
0,34,H,-0.85005814
0,34,H,-0.83141935
0,34,V,-0.7787473
0,34,V,0.93321913
0,34,V,-0.8529631
0,34,V,0.88635886
0,34,V,-0.82123524
0,34,V,0.93364286
0,35,H,1.0
0,35,V,0.9985774
0,36,H,0.36773515
0,36,H,0.38058075
0,36,H,0.3621366
0,36,H,0.32491827
0,36,V,0.011501887
0,36,V,-0.56322646
0,36,V,-0.36672583
0,36,V,-0.29797962
0,36,V,-0.43340528
0,37,H,-0.72168905
0,37,H,-0.9571775
0,37,H,-0.9585379
0,37,H,-0.98088527
0,37,H,-0.64717305
0,37,H,-0.9826164
0,37,H,-0.9475259
0,37,H,-0.6282094
0,37,H,-0.26387382
0,37,V,0.74960065
0,37,V,0.69731486
0,37,V,0.7022917
0,37,V,0.4672508
0,38,H,0.94538707
0,38,H,0.9971098
0,38,H,0.99820113
0,38,H,0.995954
0,38,H,-1.0
0,38,V,1.0
0,38,V,1.0
0,38,V,1.0
0,38,V,1.0
0,39,H,0.291346
0,39,H,-0.02676556
0,39,H,-0.011866309
0,39,H,0.10108173
0,39,H,-0.17784476
0,39,V,-0.443932
0,39,V,-0.26022723
0,39,V,-0.33575213
0,39,V,-0.41524735
0,39,V,-0.15104423
0,40,H,0.336946
0,40,H,0.14250568
0,40,H,-0.03622691
0,40,H,-0.022831628
0,40,H,-0.03242432
0,40,H,-0.18676805
0,40,H,0.14427862
0,40,H,-0.040541448
0,40,H,-0.056263305
0,40,H,-0.0074629253
0,40,H,-0.16720152
0,40,V,-0.1890108
0,40,V,-0.23597933
0,40,V,0.05299529
0,40,V,0.009296878
0,40,V,0.061500598
0,40,V,-0.0237583
0,40,V,0.18553235
0,40,V,0.03010966
0,40,V,0.015567827
0,40,V,0.032201
0,40,V,-0.037455674
0,40,V,0.33287454
0,41,H,0.02768913
0,41,V,1.0
0,41,V,1.0
0,42,H,-1.0
0,42,H,-1.0
0,42,V,0.043304667
0,42,V,1.0
0,42,V,0.2694672
0,42,V,1.0
0,42,V,0.32136315
0,42,V,0.1675005
0,43,H,-1.0
0,43,H,-0.9990928
0,43,V,-1.0
0,43,V,-0.8790306
0,43,V,-0.7981142
0,43,V,-0.7976217
0,43,V,-0.8086987
0,44,H,-0.95463043
0,44,H,-0.92798454
0,44,H,-0.9762673
0,44,H,-0.9953676
0,44,V,-0.6609489
0,44,V,-0.22499377
0,44,V,-0.17206277
0,44,V,0.049293198
0,44,V,-0.06641116
0,44,V,0.016058836
0,45,H,-0.5151807
0,45,H,-0.42737293
0,45,H,-0.38553455
0,45,H,-0.6401263
0,45,V,0.6762612
0,45,V,0.59981906
0,45,V,0.9459197
0,45,V,0.9233962
0,45,V,0.96152323
0,46,H,-0.0006140833
0,46,H,0.01511253
0,46,H,-0.030150404
0,46,H,-0.06735793
0,46,V,0.16894718
0,46,V,0.19477408
0,46,V,0.16670994
0,46,V,0.18048774
0,46,V,0.19754687
0,46,V,0.21303865
0,46,V,0.22897337
0,46,V,0.19626339
0,46,V,0.20427391
0,47,H,1.0
0,47,H,1.0
0,47,H,1.0
0,47,H,1.0
0,47,V,1.0
0,47,V,1.0
0,47,V,1.0
0,47,V,1.0
0,48,H,-0.15404074
0,48,H,-0.20243588
0,48,H,-0.20029713
0,48,H,-0.20632948
0,49,H,1.0
0,49,H,-0.971245
0,49,H,1.0
0,49,H,-0.9573587
0,49,H,1.0
0,49,H,-0.94261426
0,49,H,-0.9959417
0,49,V,1.0
0,49,V,-1.0
0,49,V,1.0
0,49,V,-1.0
0,49,V,1.0
0,49,V,-0.9998008
0,49,V,1.0
0,50,H,0.5141233
0,50,H,0.8772882
0,50,H,0.9305904
0,50,H,0.31415683
0,50,H,0.72307
0,50,V,-0.0581732
0,51,H,-0.13021548
0,51,H,0.6681472
0,51,H,0.60072124
0,51,H,0.78243756
0,52,H,-1.0
0,52,H,-1.0
0,52,H,-1.0
0,52,H,-1.0
0,52,V,-1.0
0,53,H,0.039870005
0,53,H,0.00397093
0,53,H,-0.003871472
0,53,H,0.017238086
0,53,H,-0.008874048
0,53,H,0.08317797
0,53,H,0.020240786
0,53,H,0.013604588
0,53,H,0.025983864
0,53,H,-0.0066610565
0,53,H,0.07599757
0,53,H,0.024172055
0,53,H,0.011930896
0,53,H,0.019736117
0,53,H,-0.008759746
0,53,H,0.13697429
0,53,H,0.06664461
0,53,H,0.07001847
0,53,H,0.052079167
0,53,H,0.022432428
0,54,H,0.9821516
0,54,H,0.89399
0,54,H,0.7287317
0,54,H,0.8675025
0,54,H,0.8563896
0,54,V,-0.07624225
0,54,V,0.10080872
0,54,V,0.1482649
0,54,V,0.11076457
0,54,V,0.09934849
0,54,V,0.40818903
0,55,H,-0.32380727
0,55,H,-0.30766213
0,55,H,-0.2918836
0,55,H,-0.4668315
0,55,H,-0.24634154
0,55,H,-0.14624904
0,55,H,-0.26177737
0,55,H,-0.22870664
0,55,H,-0.21846762
0,55,H,-0.15032765
0,55,H,-0.2847824
0,55,H,-0.22734082
0,55,H,-0.15245295
0,55,H,-0.042540133
0,55,H,-0.0005010693
0,55,H,-0.083215415
0,55,H,-0.011329197
0,55,H,0.0712847
0,56,H,0.14746684
0,56,H,-0.21048784
0,56,H,-0.25082973
0,56,H,-0.23713087
0,56,H,0.7474463
0,56,H,0.087775715
0,56,H,-0.034961626
0,56,H,0.02733756
0,56,H,-0.046705015
0,56,H,0.011582165
0,56,H,0.08754826
0,56,H,0.6803544
0,56,H,0.35534793
0,56,H,0.37405294
0,56,H,0.37260985
0,56,V,0.89249295
0,56,V,0.50264305
0,56,V,0.5272785
0,56,V,0.97076535
0,56,V,0.37443465
0,56,V,-0.47588986
0,57,H,0.24860783
0,57,H,0.39730397
0,57,H,0.24512641
0,57,H,0.24322234
0,58,H,-0.75395316
0,58,H,-0.5749427
0,58,H,-0.40879372
0,58,H,-0.23121163
0,58,H,-0.5074857
0,58,H,-0.44117185
0,58,H,-0.29305303
0,58,H,0.030662144
0,58,H,0.042143863
0,58,H,0.057036173
0,58,H,0.17039876
0,58,V,0.2555175
0,58,V,0.23111288
0,58,V,0.16015938
0,58,V,0.18060315
0,58,V,0.03413401
0,58,V,-0.05061753
0,58,V,-0.017824834
0,58,V,-0.026945764
0,58,V,0.029397829
0,58,V,-0.06608876
0,58,V,0.0120658
0,58,V,-0.046169158
0,58,V,-0.5405836
0,58,V,-0.37061283
0,58,V,-0.35658604
0,58,V,-0.46618953
0,59,H,0.42504758
0,59,H,-0.30438757
0,59,H,0.22930802
0,59,H,-0.20633394
0,59,H,0.2789473
0,59,H,-0.30924028
0,59,H,-0.13522036
0,59,H,-0.37142628
0,59,V,-0.48324165
0,59,V,-0.34119815
0,59,V,-0.3778333
0,59,V,-0.096275344
0,60,H,0.00909893
0,60,H,-0.17851415
0,60,H,0.07132095
0,60,H,0.0929023
0,60,H,0.08691609
0,60,H,0.4180982
0,60,H,-0.14968516
0,60,H,0.05296026
0,60,H,0.089775465
0,60,H,0.14161067
0,60,H,0.506811
0,60,H,0.037389945
0,60,V,-0.122600205
0,60,V,-0.13713859
0,60,V,-0.064335436
0,60,V,-0.15578978
0,60,V,-0.0600018
0,60,V,-0.091560274
0,61,H,-0.01701251
0,61,H,0.11646329
0,61,H,-0.026640417
0,61,H,0.12940368
0,61,H,0.03850497
0,61,H,0.11447047
0,61,H,0.08182228
0,61,H,0.14133626
0,61,V,-0.3385807
0,61,V,-0.20652425
0,61,V,-0.27418828
0,61,V,-0.22485028
0,61,V,-0.12905185
0,62,H,0.1202622
0,62,H,-0.011260447
0,62,H,-0.028703501
0,62,H,-0.015087097
0,62,V,0.048747204
0,62,V,0.79426944
0,62,V,0.07025596
0,62,V,0.7310844
0,62,V,0.05584463
0,62,V,0.37654015
0,62,V,0.4868668
0,62,V,0.5044475
0,62,V,0.70497197
0,64,H,0.99328357
0,64,H,0.9975685
0,65,H,-0.008484025
0,65,H,0.13061747
0,65,H,0.13200597
0,65,H,0.08902173
0,66,V,-1.0
0,66,V,1.0
0,66,V,1.0
0,67,H,-0.26490843
0,67,H,-0.17843646
0,67,H,-0.09239236
0,67,H,-0.16018014
0,67,H,-0.10945323
0,67,H,-0.031700652
0,67,H,0.12650014
0,67,V,-0.25674427
0,67,V,-0.06648748
0,67,V,-0.053278524
0,67,V,-0.005563326
0,67,V,-0.2647122
0,67,V,-0.2519842
0,67,V,-0.29175645
0,67,V,-0.16519195
0,67,V,-0.32633823
0,67,V,-0.26551673
0,67,V,-0.17428364
0,68,H,1.0
0,68,H,1.0
0,68,H,1.0
0,68,H,0.99712074
0,68,V,0.17498635
0,68,V,-1.0
0,68,V,-1.0
0,68,V,-1.0
0,68,V,-1.0
0,68,V,-0.7898701
0,69,H,-0.8181069
0,69,H,0.70201063
0,69,V,0.6869715
0,69,V,-0.9969146
0,69,V,0.51431495
0,70,H,-1.0
0,70,H,-1.0
0,70,H,-1.0
0,70,H,-1.0
0,70,V,1.0
0,70,V,1.0
0,70,V,1.0
0,70,V,1.0
0,71,H,-0.99967426
0,71,H,-0.9857026
0,71,H,-1.0
0,71,V,0.94394344
0,71,V,0.90100545
0,71,V,0.9819407
0,72,H,0.058564592
0,72,H,0.67907923
0,72,V,0.09420165
0,73,V,0.32283083
0,73,V,0.27996704
0,73,V,0.2989326
0,73,V,0.5624354
0,74,H,-1.0
0,74,H,-1.0
0,74,H,-1.0
0,74,H,-1.0
0,74,V,1.0
0,74,V,1.0
0,74,V,1.0
0,74,V,1.0
0,75,H,0.75347364
0,75,H,0.80185133
0,75,H,0.7554847
0,75,V,-0.93584645
0,75,V,-0.9022035
0,75,V,-0.8949828
0,76,H,0.39585754
0,76,V,-0.19229423
0,77,H,1.0
0,77,H,1.0
0,77,H,1.0
0,77,H,1.0
0,77,V,-1.0
0,77,V,-1.0
0,77,V,-1.0
0,77,V,-1.0
0,79,V,-0.2872867
0,79,V,-0.3715729
0,79,V,-0.26769906
0,79,V,-0.1708567
0,80,H,-0.19691218
0,80,H,0.2987166
0,80,H,-0.33034536
0,80,H,-0.2769823
0,80,H,-0.095528945
0,80,H,0.3357061
0,80,V,-0.28736988
0,80,V,-0.3470108
0,80,V,-0.35751417
0,80,V,-0.26790628
0,80,V,-0.016978145
0,81,V,-0.2119587
0,81,V,-0.30379474
0,81,V,-0.5679615
0,81,V,-0.27081892
0,81,V,-0.5230656
0,81,V,-0.45643684
0,81,V,0.33833387
0,81,V,-0.75623757
0,81,V,-0.574639
0,81,V,-0.3904289
0,82,H,0.33935958
0,82,H,0.16845848
0,82,H,0.13751933
0,82,H,0.29043937
0,82,H,0.21030825
0,82,H,0.23863156
0,82,H,0.26547047
0,82,V,0.0109991515
0,82,V,0.049544737
0,82,V,0.055059582
0,83,H,0.9942799
0,83,H,1.0
0,83,H,1.0
0,83,V,-0.45986682
0,83,V,-0.5164992
0,83,V,-0.75592726
0,83,V,-0.68516845
0,83,V,-0.5121529
0,83,V,-0.68350506
0,83,V,-0.8997095
0,83,V,-0.618611
0,83,V,-0.7296723
0,83,V,-0.9267406
0,84,V,-0.66966146
0,84,V,-0.07302953
0,84,V,-0.10469195
0,84,V,-0.052717675
0,84,V,-0.15305719
0,84,V,-0.112460956
0,84,V,-0.060145713
0,84,V,0.33714545
0,85,H,1.0
0,85,H,1.0
0,85,H,1.0
0,85,H,1.0
0,85,H,1.0
0,85,H,1.0
0,85,H,1.0
0,85,H,1.0
0,85,H,0.94967735
0,86,H,-0.11697262
0,86,H,0.2665232
0,86,H,0.21684861
0,86,H,0.47037438
0,86,H,0.07395235
0,86,H,0.0924514
0,86,H,0.2354663
0,86,H,0.18783435
0,86,H,0.10423274
0,87,V,-0.02472333
0,87,V,-0.034339316
0,87,V,-0.043868754
0,87,V,-0.015314133
0,87,V,-0.020807397
0,87,V,-0.028701624
0,87,V,-0.011877427
0,87,V,-0.018432798
0,88,V,-0.49184445
0,88,V,-0.76027584
0,88,V,-0.6458689
0,88,V,-0.7019525
0,89,H,1.0
0,89,H,-0.20609593
0,89,H,1.0
0,89,H,-0.5782809
0,89,H,1.0
0,89,H,-0.5745038
0,89,H,-0.94593275
0,89,V,-0.88171875
0,89,V,1.0
0,89,V,0.4818688
0,89,V,0.35494924
0,89,V,0.23317984
0,89,V,-0.5511942
0,89,V,1.0
0,89,V,0.353865
0,89,V,0.36623925
0,89,V,-0.55238724
0,89,V,1.0
0,90,H,0.93363774
0,90,V,0.49156028
0,90,V,0.6085544
0,90,V,0.5991827
0,90,V,0.35052976
0,90,V,-0.7192313
0,90,V,-0.6321032
0,91,H,0.00025751552
0,91,H,-0.08984356
0,91,H,0.046023455
0,91,H,-0.018116202
0,91,H,-0.035163112
0,91,H,-0.10360308
0,91,V,-0.30129763
0,91,V,-0.3280306
0,91,V,-0.032816716
0,91,V,-0.0568082
0,91,V,-0.018228533
0,91,V,-0.062446818
0,91,V,-0.054210875
0,92,H,-0.13210164
0,92,H,-0.17620817
0,92,V,-0.12696154
0,92,V,-0.18033534
0,92,V,0.20849788
0,92,V,0.19231324
0,92,V,0.109677374
0,92,V,0.28610054
0,92,V,0.2333546
0,92,V,0.16267955
0,92,V,0.6458583
0,92,V,0.5590063
0,92,V,-0.08541324
0,93,H,0.17757894
0,93,H,-0.09657495
0,93,H,0.017257465
0,93,H,-0.032749746
0,93,H,-0.10121593
0,93,H,-0.0063965633
0,93,H,-0.01210496
0,93,H,-0.068145595
0,93,H,-0.10637579
0,93,V,-0.13129574
0,93,V,-0.06505915
0,93,V,-0.07914683
0,93,V,0.057354704
0,93,V,0.07552101
0,93,V,0.08891978
0,93,V,0.09293178
0,93,V,0.070367776
0,93,V,0.048593502
0,94,V,0.10619983
0,94,V,0.19609517
0,94,V,0.11393282
0,94,V,0.10472005
0,94,V,0.024946371
0,94,V,0.16592301
0,94,V,0.16169214
0,94,V,0.074463844
0,94,V,0.12459441
0,94,V,0.04021236
0,95,H,-0.32035932
0,95,H,-0.23302282
0,95,H,-0.6478653
0,96,V,-0.47441876
0,96,V,-0.46398428
0,96,V,-0.462344
0,96,V,-0.39435503
0,97,H,-0.41758978
0,97,H,-0.41814008
0,97,H,-0.4229043
0,97,V,-0.63082695
0,97,V,-0.72554225
0,97,V,-0.6927334
0,97,V,-0.6262071
0,98,H,-0.44932723
0,98,H,-0.586378
0,98,H,-0.48054072
0,98,H,0.76608866
0,98,H,0.88097316
0,98,H,0.8962235
0,98,H,0.5426122
0,98,V,0.28276622
0,98,V,0.49114907
0,98,V,-0.11763304
0,98,V,-0.8199519
0,98,V,-0.86451185
0,98,V,-0.71438843
0,98,V,-0.7676337
0,98,V,-0.9573308
0,99,H,0.05269457
0,99,H,-0.011462562
0,99,H,-0.092337765
0,99,H,-0.2942927
0,99,H,-0.13358542
0,99,H,-0.16758248
0,99,H,-0.18044075
0,99,H,-0.59781
0,99,H,-0.22435413
0,99,H,-0.1826743
0,99,H,-0.15463611
0,99,H,-0.57983315
0,99,H,-0.049410287
0,99,H,-0.13854481
0,99,H,-0.07110284
0,99,V,0.9900366
0,99,V,0.99303824
0,99,V,0.6342899
0,99,V,0.99080724
0,99,V,0.7077596
0,99,V,0.81797117
0,99,V,0.8892412
0,99,V,0.5156555
0,99,V,0.78098834
0,100,H,0.43395403
0,100,H,0.38585404
0,100,H,0.5168813
0,100,H,0.33063328
0,100,H,0.3543065
0,100,H,0.42532328
0,100,H,0.2487003
0,100,H,0.50072324
0,100,H,0.28368813
0,100,H,0.62606615
0,100,H,0.43884024
0,100,H,0.52923703
0,100,H,0.35659805
0,100,H,0.46377662
0,100,H,0.36769384
0,100,H,0.46965227
0,100,H,0.48411763
0,100,H,0.57521987
0,101,H,-1.0
0,101,H,-1.0
0,101,H,-1.0
0,101,H,-1.0
0,101,V,-1.0
0,101,V,-1.0
0,101,V,-1.0
0,101,V,-1.0
0,102,H,-0.15702885
0,102,H,-0.099084996
0,102,H,-0.119690165
0,102,H,0.03126658
0,102,H,0.030677052
0,102,H,0.06843334
0,102,H,0.07160698
0,102,H,0.11383554
0,102,H,0.12969436
0,102,H,0.12602322
0,103,H,0.4043858
0,103,H,0.21010937
0,103,H,-0.13845874
0,103,H,-0.16659793
0,103,H,-0.10372335
0,103,H,-0.1773518
0,103,H,-0.4178472
0,103,H,-0.1534852
0,103,H,-0.2027164
0,103,H,-0.13054088
0,103,H,-0.40592906
0,103,H,-0.3123574
0,103,H,-0.219656
0,103,H,-0.37331405
0,103,V,0.36146313
0,103,V,-0.12652113
0,103,V,-0.10407444
0,103,V,-0.06834093
0,103,V,-0.14121798
0,103,V,0.6822872
0,103,V,0.20926672
0,103,V,0.30225354
0,103,V,0.24089035
0,103,V,0.09277548
0,103,V,0.6968682
0,103,V,0.2517982
0,103,V,0.35344917
0,103,V,0.27407295
0,103,V,0.05606292
0,103,V,0.75807357
0,103,V,0.4852684
0,103,V,0.5544276
0,103,V,0.4899551
0,103,V,0.22971262
0,104,V,-0.037551366
0,104,V,-0.26176995
0,104,V,-0.095660836
0,104,V,-0.20258816
0,104,V,-0.23316486
0,104,V,-0.12785852
0,105,H,0.8953148
0,105,H,1.0
0,105,V,0.09523483
0,105,V,-0.0370895
0,105,V,-0.4123939
0,106,H,0.35691115
0,107,H,1.0
0,107,H,1.0
0,107,H,1.0
0,107,H,1.0
0,107,H,1.0
0,107,H,1.0
0,107,H,1.0
0,107,H,1.0
0,107,H,1.0
0,107,H,1.0
0,107,H,1.0
0,107,H,1.0
0,107,H,1.0
0,107,H,1.0
0,107,V,1.0
0,107,V,1.0
0,107,V,0.19167003
0,107,V,1.0
0,107,V,1.0
0,107,V,1.0
0,107,V,0.9955835
0,107,V,0.29020342
0,107,V,0.99213874
0,107,V,0.9791432
0,108,H,-0.19090737
0,108,H,0.045818616
0,108,H,-0.11162203
0,108,H,-0.050018862
0,108,H,-0.122292876
0,108,H,-0.052527983
0,108,H,-0.11174223
0,108,H,-0.31651723
0,108,H,-0.1704059
0,108,H,-0.094236106
0,108,H,-0.025121981
0,108,H,-0.38434896
0,108,H,-0.24607246
0,108,H,-0.11099099
0,108,H,0.042998277
0,108,V,-0.73191935
0,108,V,-0.70639235
0,108,V,-0.6003646
0,109,V,-0.98647946
0,110,V,1.0
0,110,V,1.0
0,111,H,0.052383408
0,111,H,0.018458053
0,111,H,-0.03885242
0,111,H,-0.0052709687
0,111,H,-0.0054039625
0,111,H,0.033567093
0,111,V,0.2139553
0,111,V,0.02110716
0,111,V,0.11785048
0,111,V,0.19798635
0,111,V,0.08684246
0,111,V,0.11614684
0,111,V,0.12720135
0,111,V,0.23823336
0,112,V,0.052601576
0,112,V,0.06749953
0,112,V,0.06957555
0,112,V,0.0801393
0,112,V,-0.010028119
0,112,V,0.056854177
0,112,V,0.06836597
0,112,V,0.06632886
0,112,V,0.07621132
0,112,V,0.010328213
0,113,H,-1.0
0,113,H,-1.0
0,113,H,-1.0
0,113,H,-1.0
0,113,V,0.9675982
0,113,V,1.0
0,113,V,1.0
0,113,V,1.0
0,113,V,1.0
0,114,H,0.3854935
0,114,H,0.37841502
0,114,H,0.50470287
0,114,H,0.030326227
0,114,H,0.029478852
