condition,seed,steps,srsa_euclid,srsa_city,loss,manifold_id,pca_variance_2d,mds_stress,mean_field_coherence,DTG_series,observation_discriminability
S4,seed_01,1000,0.2664520288607089,0.2694412249288171,0.028572160750627518,8.216018404989834,0.8206088542938232,0.21394104904624947,36.415011966966404,-0.002989196068108213,0.33600394439152487
S4,seed_01,2000,0.3338153554639585,0.3327734773696566,0.024597318843007088,8.211544561161285,0.7070792317390442,0.16593963608822312,29.91785416593045,0.0010418780943018957,0.33600394439152487
S4,seed_01,3000,0.388800377319841,0.38972789754549747,0.019679564982652664,6.304284970790238,0.6487720012664795,0.1619706281868868,26.58148055100186,-0.000927520225656453,0.33600394439152487
S4,seed_01,4000,0.45503953990255835,0.45338242556434233,0.016920465975999832,6.307460847166846,0.6110625863075256,0.18369546568870707,27.276107314855203,0.0016571143382160258,0.33600394439152487
S4,seed_01,5000,0.49561719979847335,0.49735891869700616,0.014082512818276882,5.544296161719148,0.5799069404602051,0.20538044794262572,10.195469822039868,-0.001741718898532807,0.33600394439152487
S4,seed_01,6000,0.5413461675012282,0.5399698104319012,0.012600761838257313,5.9680675365741305,0.567523181438446,0.22473236820339274,7.292178627559063,0.0013763570693270388,0.33600394439152487
S4,seed_01,7000,0.565489845476093,0.5732162990281143,0.010762064717710018,6.122182141033672,0.5416044592857361,0.22907430226958628,8.74626054142021,-0.007726453552021284,0.33600394439152487
S4,seed_01,8000,0.5834446282483551,0.5895785783245284,0.009262874722480774,5.440813913595354,0.5327287912368774,0.22230975733571298,8.067061660834359,-0.0061339500761733445,0.33600394439152487
S4,seed_01,9000,0.5835254065876568,0.5896175025069427,0.009119455702602863,5.795492288299181,0.5358096957206726,0.2281172581405615,8.251902195631832,-0.006092095919285834,0.33600394439152487
S4,seed_01,10000,0.5957546488637838,0.6059990768887583,0.008598639629781246,6.022186445389149,0.5390173196792603,0.22564821202127058,6.9492752597676875,-0.010244428024974495,0.33600394439152487
S4,seed_01,11000,0.6026572964551704,0.6116660632031277,0.007784574292600155,5.297045155654291,0.534551203250885,0.22648754648997385,7.376784532381338,-0.009008766747957253,0.33600394439152487
S4,seed_01,12000,0.6147676787976709,0.625233386402197,0.007129491772502661,6.646874373222372,0.5164601802825928,0.23548681450553105,7.231679927793146,-0.010465707604526031,0.33600394439152487
S4,seed_01,13000,0.623200253717259,0.6351344308969441,0.00734081631526351,5.363837557854043,0.5078441500663757,0.24338699896490285,11.539854991221139,-0.011934177179685146,0.33600394439152487
S4,seed_01,14000,0.6277213659875606,0.6418807836663037,0.006415057927370071,5.6396495465929934,0.4998597800731659,0.24713680516061798,18.067265863918838,-0.01415941767874318,0.33600394439152487
S4,seed_01,15000,0.6324715056391926,0.6410651589370208,0.006249650847166777,5.777192125387342,0.48924681544303894,0.2527578013734944,9.069918540656749,-0.00859365329782813,0.33600394439152487
S4,seed_01,16000,0.641682031205533,0.6564698842134162,0.006143589038401842,5.354487021488296,0.47636744379997253,0.2594886058452676,7.654725725381892,-0.014787853007883212,0.33600394439152487
S4,seed_01,17000,0.6350426830998983,0.6486304793623302,0.006079067476093769,5.655524932724575,0.47378629446029663,0.26444992221002234,8.203941861059617,-0.013587796262431895,0.33600394439152487
S4,seed_01,18000,0.6485380450832433,0.6617130068938122,0.005644142162054777,5.952361053324435,0.4782278537750244,0.2604167943488734,10.239641375653088,-0.013174961810568875,0.33600394439152487
S4,seed_01,19000,0.642393636505718,0.6549270326099409,0.0060389102436602116,5.491527101947898,0.47272220253944397,0.26209285897000917,7.44657328433199,-0.012533396104222883,0.33600394439152487
S4,seed_01,20000,0.6438016981763824,0.6562318805694962,0.005163638386875391,5.488485013802706,0.4754036068916321,0.24828040999328022,9.178591763205226,-0.012430182393113776,0.33600394439152487
S4,seed_01,21000,0.64205161652641,0.6571709090898529,0.004712481051683426,5.25400914730427,0.4663161039352417,0.26339853137775965,12.034541237858903,-0.01511929256344291,0.33600394439152487
S4,seed_01,22000,0.6472186854609041,0.6612062051469775,0.004618458449840546,5.431008558282942,0.4631377160549164,0.2661489457379997,9.480928702935225,-0.013987519686073369,0.33600394439152487
S4,seed_01,23000,0.6514660373419717,0.6682513286414166,0.004261299502104521,5.318147949253247,0.4563969373703003,0.2704607898697156,10.003330604320356,-0.016785291299444838,0.33600394439152487
S4,seed_01,24000,0.6436928434483086,0.6605137484502618,0.004635362420231104,4.92928256011913,0.44816502928733826,0.2843451881214145,7.941672363191079,-0.016820905001953212,0.33600394439152487
