trial,update,trajectories_seen,loss,srsa_euclidean,srsa_geodesic,decode_error,participation_ratio,spatial_info,fraction_tuned,sw_dist,rdm_frobenius_delta,aliasing_score,geo_euclidean_discrepancy,betti_0,betti_1,persistence_gap_ratio_dim1,betti_correct,replay_fraction_consistent,replay_forward_reverse_ratio
1,1,2,0.1977260261774063,0.8103485716560824,0.8103485716560824,27.950857162475586,1.3525655407875075,0.047266896814107895,0.6875,0.4523659348487854,0.0,0.6737590042645472,1.2478700876235962,nan,nan,nan,nan,1.0,4.0
2,2,4,0.21105725318193436,0.7923851796735585,0.7923851796735585,28.786853790283203,1.3506060118283938,0.056111179292201996,0.6875,0.4988885819911957,0.17750124943587614,0.6737590042645472,1.2478700876235962,1,0,0.0,True,1.0,3.0
